brand,model_name,class_name_examples,level_name_examples,context_summary
kia,K5 2세대,"['SX GT 라인', 'SX 노블레스', 'SX 노블레스 스페셜', 'SX 럭셔리', 'SX 스페셜 에디션', 'SX 프레스티지', 'MX 노블레스', 'MX 노블레스 스페셜', 'MX 디럭스', 'MX 럭셔리']","['1.6 터보', '1.7 디젤', '2.0', '2.0 LPi', '2.0 LPi (장애인용)', '2.0 LPi (택시형)', '2.0 터보']","class_name_examples=SX GT 라인, SX 노블레스, SX 노블레스 스페셜, SX 럭셔리, SX 스페셜 에디션, SX 프레스티지, MX 노블레스, MX 노블레스 스페셜, MX 디럭스, MX 럭셔리 | level_name_examples=1.6 터보, 1.7 디젤, 2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보 | launch_price_range_krw=0~32950000 | displacement_range_cc=1591~1999 | body_length_range_mm=4855~4855"
kia,K5 3세대,"['노블레스', '시그니처', '트렌디', '프레스티지', '스탠다드']","['1.6 터보', '2.0', '2.0 LPi', '2.0 LPi (렌터카용)', '2.0 LPi (장애인용)']","class_name_examples=노블레스, 시그니처, 트렌디, 프레스티지, 스탠다드 | level_name_examples=1.6 터보, 2.0, 2.0 LPi, 2.0 LPi (렌터카용), 2.0 LPi (장애인용) | launch_price_range_krw=0~30580000 | displacement_range_cc=1598~1999 | body_length_range_mm=4855~4905"
kia,K5 하이브리드,"['500H 노블레스', '500H 럭셔리', '500H 프레스티지', '노블레스', '디럭스', '럭셔리', '프레스티지', '옵티마 (수출형)']","['2.0 HEV', '2.4 HEV']","class_name_examples=500H 노블레스, 500H 럭셔리, 500H 프레스티지, 노블레스, 디럭스, 럭셔리, 프레스티지, 옵티마 (수출형) | level_name_examples=2.0 HEV, 2.4 HEV | launch_price_range_krw=0~33630000 | displacement_range_cc=1999~2359 | body_length_range_mm=4845~4845"
kia,K5 하이브리드 2세대,"['노블레스', '노블레스 스페셜', '프레스티지']","['2.0 HEV', '2.0 PHEV']","class_name_examples=노블레스, 노블레스 스페셜, 프레스티지 | level_name_examples=2.0 HEV, 2.0 PHEV | launch_price_range_krw=29530000~41030000 | displacement_range_cc=1999~1999 | body_length_range_mm=4855~4855"
kia,K5 하이브리드 3세대,"['노블레스', '시그니처', '트렌디', '프레스티지']",['2.0 HEV'],"class_name_examples=노블레스, 시그니처, 트렌디, 프레스티지 | level_name_examples=2.0 HEV | launch_price_range_krw=27490000~33350000 | displacement_range_cc=1999~1999 | body_length_range_mm=4905~4905"
kia,K7,"['디럭스', '디럭스 스페셜', '럭셔리', '럭셔리 프리미엄', '프레스티지', '프레스티지 프리미엄', '노블레스', '노블레스 프리미엄']","['2.4', '2.7', '3.5', '구조변경(가솔린)']","class_name_examples=디럭스, 디럭스 스페셜, 럭셔리, 럭셔리 프리미엄, 프레스티지, 프레스티지 프리미엄, 노블레스, 노블레스 프리미엄 | level_name_examples=2.4, 2.7, 3.5, 구조변경(가솔린) | launch_price_range_krw=0~41350000 | displacement_range_cc=2359~3470 | body_length_range_mm=4965~4965"
kia,K7 프리미어,"['노블레스', '프레스티지', 'X 에디션', '시그니처', '스탠다드', '트렌디']","['2.2 디젤', '2.5', '3.0', '3.0 LPi', '3.0 LPi (렌터카용)', '3.0 LPi (장애인용)', '3.0 LPi (택시형)']","class_name_examples=노블레스, 프레스티지, X 에디션, 시그니처, 스탠다드, 트렌디 | level_name_examples=2.2 디젤, 2.5, 3.0, 3.0 LPi, 3.0 LPi (렌터카용), 3.0 LPi (장애인용), 3.0 LPi (택시형) | launch_price_range_krw=0~37990000 | displacement_range_cc=2199~2999 | body_length_range_mm=4995~4995"
kia,K7 프리미어 하이브리드,"['노블레스', '시그니처', '프레스티지']",['2.4 HEV'],"class_name_examples=노블레스, 시그니처, 프레스티지 | level_name_examples=2.4 HEV | launch_price_range_krw=37650000~41580000 | displacement_range_cc=2359~2359 | body_length_range_mm=4995~4995"
kia,K7 하이브리드,"['700h 럭셔리', '700h 프레스티지']",['2.4 HEV'],"class_name_examples=700h 럭셔리, 700h 프레스티지 | level_name_examples=2.4 HEV | launch_price_range_krw=35050000~37630000 | displacement_range_cc=2359~2359 | body_length_range_mm=4970~4970"
kia,K8,"['노블레스', '노블레스 라이트', '시그니처', '플래티넘', '프레스티지', '스탠다드', '트렌디']","['2.5', '3.5', '3.5 AWD', '3.5 LPi', '3.5 LPi (렌터카용)', '3.5 LPi (장애인용)', '3.5 LPi (택시형)']","class_name_examples=노블레스, 노블레스 라이트, 시그니처, 플래티넘, 프레스티지, 스탠다드, 트렌디 | level_name_examples=2.5, 3.5, 3.5 AWD, 3.5 LPi, 3.5 LPi (렌터카용), 3.5 LPi (장애인용), 3.5 LPi (택시형) | launch_price_range_krw=27550000~45260000 | displacement_range_cc=2497~3470 | body_length_range_mm=5015~5015"
kia,K8 하이브리드,"['노블레스', '노블레스 라이트', '시그니처', '시그니처 스페셜']",['1.6 터보 HEV'],"class_name_examples=노블레스, 노블레스 라이트, 시그니처, 시그니처 스페셜 | level_name_examples=1.6 터보 HEV | launch_price_range_krw=0~0 | displacement_range_cc=1598~1598 | body_length_range_mm=4995~5015"
kia,K9,"['RVIP', '노블레스', '노블레스 스페셜', '이그제큐티브', '프레스티지', '프레스티지 스페셜', 'VIP', '프레지던트']","['3.3', '3.8']","class_name_examples=RVIP, 노블레스, 노블레스 스페셜, 이그제큐티브, 프레스티지, 프레스티지 스페셜, VIP, 프레지던트 | level_name_examples=3.3, 3.8 | launch_price_range_krw=49900000~86400000 | displacement_range_cc=3342~3778 | body_length_range_mm=5090~5095"
kia,뉴 쏘렌토R,"['LX', 'TLX', 'TLX 스페셜', '노블레스', '럭셔리', '리미티드', '리미티드 스페셜', '트렌디', '프레스티지']","['2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=LX, TLX, TLX 스페셜, 노블레스, 럭셔리, 리미티드, 리미티드 스페셜, 트렌디, 프레스티지 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=26450000~37050000 | displacement_range_cc=1995~2199 | body_length_range_mm=4685~4730"
kia,뉴 카니발 R,"['GLX', 'GLX 최고급형', 'GX', '프레지던트']","['2.2 디젤', '2.2 디젤 리무진', '2.7 LPi', '3.5 가솔린 리무진']","class_name_examples=GLX, GLX 최고급형, GX, 프레지던트 | level_name_examples=2.2 디젤, 2.2 디젤 리무진, 2.7 LPi, 3.5 가솔린 리무진 | launch_price_range_krw=25000000~35190000 | displacement_range_cc=2199~3470 | body_length_range_mm=4810~5130"
kia,뉴 페이스 카렌스,"['GLX 고급형', 'GLX 고급형 패밀리팩', 'GLX 최고급형', 'GLX 최고급형 패밀리팩', 'GX 고급형', 'GX 최고급형', 'GX 최고급형 패밀리', '비지니스', '프리미엄']","['2.0 LPi', '2.0 가솔린', '2.0 디젤']","class_name_examples=GLX 고급형, GLX 고급형 패밀리팩, GLX 최고급형, GLX 최고급형 패밀리팩, GX 고급형, GX 최고급형, GX 최고급형 패밀리, 비지니스, 프리미엄 | level_name_examples=2.0 LPi, 2.0 가솔린, 2.0 디젤 | launch_price_range_krw=16260000~24430000 | displacement_range_cc=1991~1998 | body_length_range_mm=4545~4545"
kia,뉴모닝,"['L', 'LX 고급형', 'LX 고급형 블랙프리미엄', 'LX 기본형', 'LX 기본형 블랙프리미엄', 'LX 스페셜', 'SLX 고급형', 'SLX 고급형 블랙 프리미엄', 'SLX 뷰티', 'SLX 뷰티 블랙 프리미엄']","['1.0', '1.0 LPi']","class_name_examples=L, LX 고급형, LX 고급형 블랙프리미엄, LX 기본형, LX 기본형 블랙프리미엄, LX 스페셜, SLX 고급형, SLX 고급형 블랙 프리미엄, SLX 뷰티, SLX 뷰티 블랙 프리미엄 | level_name_examples=1.0, 1.0 LPi | launch_price_range_krw=7160000~10440000 | displacement_range_cc=999~999 | body_length_range_mm=3535~3580"
kia,니로,"['노블레스', '럭셔리', '프레스티지']","['1.6 HEV', '1.6 PHEV']","class_name_examples=노블레스, 럭셔리, 프레스티지 | level_name_examples=1.6 HEV, 1.6 PHEV | launch_price_range_krw=24520000~36110000 | displacement_range_cc=1580~1580 | body_length_range_mm=4355~4355"
kia,더 K9,"['-', '마스터즈', '마스터즈Ⅱ', '그랜드 마스터즈', '마스터즈Ⅲ', '베스트 셀렉션Ⅱ', '플래티넘', '플래티넘Ⅰ', '플래티넘Ⅱ', '그랜드 플래티넘']","['3.3', '3.3 AWD', '3.3 터보', '3.3 터보 AWD', '3.8', '3.8 AWD', '5.0 AWD']","class_name_examples=-, 마스터즈, 마스터즈Ⅱ, 그랜드 마스터즈, 마스터즈Ⅲ, 베스트 셀렉션Ⅱ, 플래티넘, 플래티넘Ⅰ, 플래티넘Ⅱ, 그랜드 플래티넘 | level_name_examples=3.3, 3.3 AWD, 3.3 터보, 3.3 터보 AWD, 3.8, 3.8 AWD, 5.0 AWD | launch_price_range_krw=0~91790000 | displacement_range_cc=3342~5038 | body_length_range_mm=5120~5120"
kia,더 뉴 K3,"['노블레스', '디럭스', '트렌디', '트렌디 A', '트렌디 C', '트렌디 E', '트렌디 스타일', '프레스티지', '프레스티지 스페셜']","['1.6', '1.6 디젤']","class_name_examples=노블레스, 디럭스, 트렌디, 트렌디 A, 트렌디 C, 트렌디 E, 트렌디 스타일, 프레스티지, 프레스티지 스페셜 | level_name_examples=1.6, 1.6 디젤 | launch_price_range_krw=15450000~24200000 | displacement_range_cc=1582~1591 | body_length_range_mm=4560~4560"
kia,더 뉴 K3 [2세대],"['노블레스', '시그니처', '트렌디', '프레스티지']","['1.6', '1.6 터보 GT 5도어']","class_name_examples=노블레스, 시그니처, 트렌디, 프레스티지 | level_name_examples=1.6, 1.6 터보 GT 5도어 | launch_price_range_krw=0~25820000 | displacement_range_cc=1591~1598 | body_length_range_mm=4515~4645"
kia,더 뉴 K3 쿱,"['럭셔리', '프레스티지', '노블레스']","['1.6', '1.6 터보']","class_name_examples=럭셔리, 프레스티지, 노블레스 | level_name_examples=1.6, 1.6 터보 | launch_price_range_krw=18310000~24080000 | displacement_range_cc=1591~1591 | body_length_range_mm=4530~4530"
kia,더 뉴 K5,"['W 스페셜', '노블레스', '디럭스', '럭셔리', '럭셔리 스페셜', '럭셔리 트렌디', '스페셜', '트렌디', '프레스티지']","['2.0', '2.0 LPi', '2.0 LPi (장애인용)', '2.0 LPi (택시형)', '2.0 터보']","class_name_examples=W 스페셜, 노블레스, 디럭스, 럭셔리, 럭셔리 스페셜, 럭셔리 트렌디, 스페셜, 트렌디, 프레스티지 | level_name_examples=2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보 | launch_price_range_krw=0~30200000 | displacement_range_cc=1998~1999 | body_length_range_mm=4845~4845"
kia,더 뉴 K5 2세대,"['노블레스', '노블레스 스페셜', '프레스티지', '럭셔리', '월드컵 에디션', '인텔리전트', '디럭스']","['1.6 터보', '1.7 디젤', '2.0', '2.0 LPi', '2.0 LPi (렌터카용)', '2.0 LPi (장애인용)', '2.0 LPi (택시형)']","class_name_examples=노블레스, 노블레스 스페셜, 프레스티지, 럭셔리, 월드컵 에디션, 인텔리전트, 디럭스 | level_name_examples=1.6 터보, 1.7 디젤, 2.0, 2.0 LPi, 2.0 LPi (렌터카용), 2.0 LPi (장애인용), 2.0 LPi (택시형) | launch_price_range_krw=0~31320000 | displacement_range_cc=1591~1999 | body_length_range_mm=4855~4855"
kia,더 뉴 K5 3세대,"['노블레스', '베스트 셀렉션', '시그니처', '프레스티지', '스마트 셀렉션', '트렌디']","['1.6 터보', '2.0', '2.0 LPG', '2.0 LPG (렌터카용)', '2.0 LPG (장애인용)']","class_name_examples=노블레스, 베스트 셀렉션, 시그니처, 프레스티지, 스마트 셀렉션, 트렌디 | level_name_examples=1.6 터보, 2.0, 2.0 LPG, 2.0 LPG (렌터카용), 2.0 LPG (장애인용) | launch_price_range_krw=24350000~35260000 | displacement_range_cc=1598~1999 | body_length_range_mm=4905~4905"
kia,더 뉴 K5 하이브리드 2세대,"['노블레스', '노블레스 스페셜', '프레스티지']",['2.0 HEV'],"class_name_examples=노블레스, 노블레스 스페셜, 프레스티지 | level_name_examples=2.0 HEV | launch_price_range_krw=29770000~34730000 | displacement_range_cc=1999~1999 | body_length_range_mm=4855~4855"
kia,더 뉴 K5 하이브리드 3세대,"['노블레스', '베스트 셀렉션', '시그니처', '프레스티지']",['2.0 HEV'],"class_name_examples=노블레스, 베스트 셀렉션, 시그니처, 프레스티지 | level_name_examples=2.0 HEV | launch_price_range_krw=31830000~38110000 | displacement_range_cc=1999~1999 | body_length_range_mm=4905~4905"
kia,더 뉴 K7,"['기본형', '프레스티지', '프레스티지 스페셜', '럭셔리', '디럭스', '노블레스']","['2.4', '3.0', '3.0 LPi', '3.0 LPi (택시형)', '3.3']","class_name_examples=기본형, 프레스티지, 프레스티지 스페셜, 럭셔리, 디럭스, 노블레스 | level_name_examples=2.4, 3.0, 3.0 LPi, 3.0 LPi (택시형), 3.3 | launch_price_range_krw=0~41940000 | displacement_range_cc=2359~3342 | body_length_range_mm=4970~4970"
kia,더 뉴 K8,"['노블레스', '노블레스 라이트', '베스트 셀렉션', '시그니처', '시그니처 블랙', '프레스티지']","['2.5', '3.5', '3.5 AWD', '3.5 LPG', '3.5 LPG (택시형)']","class_name_examples=노블레스, 노블레스 라이트, 베스트 셀렉션, 시그니처, 시그니처 블랙, 프레스티지 | level_name_examples=2.5, 3.5, 3.5 AWD, 3.5 LPG, 3.5 LPG (택시형) | launch_price_range_krw=35290000~50430000 | displacement_range_cc=2497~3470 | body_length_range_mm=5050~5050"
kia,더 뉴 K8 하이브리드,"['노블레스', '노블레스 라이트', '베스트 셀렉션', '시그니처', '시그니처 블랙']",['1.6 터보 HEV'],"class_name_examples=노블레스, 노블레스 라이트, 베스트 셀렉션, 시그니처, 시그니처 블랙 | level_name_examples=1.6 터보 HEV | launch_price_range_krw=42060000~50520000 | displacement_range_cc=1598~1598 | body_length_range_mm=5050~5050"
kia,더 뉴 K9,"['이그제큐티브', '프레스티지', 'VIP', '노블레스', '퀀텀', '-']","['3.3', '3.8', '5.0', '5.0 (수출형)']","class_name_examples=이그제큐티브, 프레스티지, VIP, 노블레스, 퀀텀, - | level_name_examples=3.3, 3.8, 5.0, 5.0 (수출형) | launch_price_range_krw=0~86600000 | displacement_range_cc=3342~5038 | body_length_range_mm=5095~5095"
kia,더 뉴 K9 [RJ],"['플래티넘', '마스터즈', '베스트 셀렉션 I', '베스트 셀렉션 II']","['3.3', '3.3 AWD', '3.3 터보', '3.3 터보 AWD', '3.8', '3.8 AWD']","class_name_examples=플래티넘, 마스터즈, 베스트 셀렉션 I, 베스트 셀렉션 II | level_name_examples=3.3, 3.3 AWD, 3.3 터보, 3.3 터보 AWD, 3.8, 3.8 AWD | launch_price_range_krw=0~84070000 | displacement_range_cc=3342~3778 | body_length_range_mm=5140~5140"
kia,더 뉴 기아 레이,"['X-Line', '그래비티', '스탠다드', '시그니처', '트렌디', '프레스티지', '프레스티지 스페셜']","['1.0', '1.0 1인승 밴', '1.0 밴']","class_name_examples=X-Line, 그래비티, 스탠다드, 시그니처, 트렌디, 프레스티지, 프레스티지 스페셜 | level_name_examples=1.0, 1.0 1인승 밴, 1.0 밴 | launch_price_range_krw=0~20030000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
kia,더 뉴 니로,"['노블레스', '노블레스 스페셜', '럭셔리', '시그니처', '트렌디', '프레스티지']","['1.6 HEV', '1.6 PHEV']","class_name_examples=노블레스, 노블레스 스페셜, 럭셔리, 시그니처, 트렌디, 프레스티지 | level_name_examples=1.6 HEV, 1.6 PHEV | launch_price_range_krw=0~40820000 | displacement_range_cc=1580~1580 | body_length_range_mm=4355~4355"
kia,더 뉴 레이,"['디럭스', '럭셔리', '스탠다드', '시그니처', '캠핑카', '트렌디', '프레스티지', '프레스티지 베스트셀렉션', '프레스티지 스페셜', '-']","['1.0', '1.0 1인승 밴', '1.0 LPi', '1.0 밴']","class_name_examples=디럭스, 럭셔리, 스탠다드, 시그니처, 캠핑카, 트렌디, 프레스티지, 프레스티지 베스트셀렉션, 프레스티지 스페셜, - | level_name_examples=1.0, 1.0 1인승 밴, 1.0 LPi, 1.0 밴 | launch_price_range_krw=0~16700000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
kia,더 뉴 모닝,"['디럭스', '럭셔리', '스마트', '스포츠 런 하이', '스프츠 런', '-', '고급형']","['1.0', '1.0 바이퓨얼', '1.0 밴', '1.0 터보']","class_name_examples=디럭스, 럭셔리, 스마트, 스포츠 런 하이, 스프츠 런, -, 고급형 | level_name_examples=1.0, 1.0 바이퓨얼, 1.0 밴, 1.0 터보 | launch_price_range_krw=0~14800000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
kia,더 뉴 모닝 [JA],"['GT-Line', '시그니처', '트렌디', '프레스티지']",['1.0'],"class_name_examples=GT-Line, 시그니처, 트렌디, 프레스티지 | level_name_examples=1.0 | launch_price_range_krw=13150000~18700000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
kia,더 뉴 모하비,"['노블레스', 'VIP', '프레지던트']","['3.0 디젤 2WD', '3.0 디젤 4WD', '3.0 디젤 AWD']","class_name_examples=노블레스, VIP, 프레지던트 | level_name_examples=3.0 디젤 2WD, 3.0 디젤 4WD, 3.0 디젤 AWD | launch_price_range_krw=0~48050000 | displacement_range_cc=2959~2959 | body_length_range_mm=4930~4930"
kia,더 뉴 봉고3,"['장축 GL', '초장축 GL', '초장축 GLS', '초장축 L', '초장축 L 라이트', '초장축 L라이트']","['더블캡', '킹캡', '표준캡']","class_name_examples=장축 GL, 초장축 GL, 초장축 GLS, 초장축 L, 초장축 L 라이트, 초장축 L라이트 | level_name_examples=더블캡, 킹캡, 표준캡 | launch_price_range_krw=16750000~21860000 | displacement_range_cc=2497~2497 | body_length_range_mm=4810~5125"
kia,더 뉴 셀토스,"['X-Line', '그래비티', '시그니처', '트렌디', '프레스티지']","['1.6 가솔린 터보 2WD', '2.0 가솔린 2WD']","class_name_examples=X-Line, 그래비티, 시그니처, 트렌디, 프레스티지 | level_name_examples=1.6 가솔린 터보 2WD, 2.0 가솔린 2WD | launch_price_range_krw=20620000~29060000 | displacement_range_cc=1591~1999 | body_length_range_mm=4390~4390"
kia,더 뉴 스포티지R,"['럭셔리', '럭셔리 트렌디', '에이스', '트렌디', 'W 스페셜', '노블레스', '프레스티지']","['2.0 가솔린 터보 2WD', '2.0 디젤 2WD', '2.0 디젤 4WD']","class_name_examples=럭셔리, 럭셔리 트렌디, 에이스, 트렌디, W 스페셜, 노블레스, 프레스티지 | level_name_examples=2.0 가솔린 터보 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD | launch_price_range_krw=20500000~29650000 | displacement_range_cc=1995~1998 | body_length_range_mm=4440~4450"
kia,더 뉴 쏘렌토,"['노블레스', '마스터 스페셜', '프레스티지', '노블레스 스페셜', '럭셔리', '마스터', 'No.1 에디션']","['2.0 가솔린 터보 2WD', '2.0 가솔린 터보 4WD', '2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=노블레스, 마스터 스페셜, 프레스티지, 노블레스 스페셜, 럭셔리, 마스터, No.1 에디션 | level_name_examples=2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~38450000 | displacement_range_cc=1995~2199 | body_length_range_mm=4800~4800"
kia,더 뉴 쏘렌토 4세대,"['X-Line', '그래비티', '노블레스', '시그니처', '프레스티지']","['2.2 디젤 2WD', '2.2 디젤 4WD', '2.5 가솔린 터보 2WD', '2.5 가솔린 터보 4WD']","class_name_examples=X-Line, 그래비티, 노블레스, 시그니처, 프레스티지 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD, 2.5 가솔린 터보 2WD, 2.5 가솔린 터보 4WD | launch_price_range_krw=0~39950000 | displacement_range_cc=2151~2497 | body_length_range_mm=4815~4815"
kia,더 뉴 쏘렌토 4세대 하이브리드,"['X-Line', '그래비티', '노블레스', '시그니처', '프레스티지']","['1.6 HEV 2WD', '1.6 HEV 4WD']","class_name_examples=X-Line, 그래비티, 노블레스, 시그니처, 프레스티지 | level_name_examples=1.6 HEV 2WD, 1.6 HEV 4WD | launch_price_range_krw=0~0 | displacement_range_cc=1598~2497 | body_length_range_mm=4815~4815"
kia,더 뉴 쏘울,"['노블레스', '트렌디', '프레스티지', '노블레스 스페셜']","['1.6', '1.6 디젤']","class_name_examples=노블레스, 트렌디, 프레스티지, 노블레스 스페셜 | level_name_examples=1.6, 1.6 디젤 | launch_price_range_krw=17180000~22730000 | displacement_range_cc=1582~1591 | body_length_range_mm=4140~4140"
kia,더 뉴 카니발,"['디럭스', '프레스티지', 'VIP', '프레지던트', '노블레스', '노블레스 스페셜', '럭셔리', '프레스티지 하이루프', '하이루프 특장차', '-']","['2.2 디젤 11인승', '2.2 디젤 11인승 하이리무진', '2.2 디젤 7인승', '2.2 디젤 7인승 리무진', '2.2 디젤 7인승 하이리무진', '2.2 디젤 9인승', '2.2 디젤 9인승 아웃도어', '2.2 디젤 9인승 하이리무진', '2.2 디젤 하이리무진 (특장업체)', '3.3 가솔린 11인승']","class_name_examples=디럭스, 프레스티지, VIP, 프레지던트, 노블레스, 노블레스 스페셜, 럭셔리, 프레스티지 하이루프, 하이루프 특장차, - | level_name_examples=2.2 디젤 11인승, 2.2 디젤 11인승 하이리무진, 2.2 디젤 7인승, 2.2 디젤 7인승 리무진, 2.2 디젤 7인승 하이리무진, 2.2 디젤 9인승, 2.2 디젤 9인승 아웃도어, 2.2 디젤 9인승 하이리무진, 2.2 디젤 하이리무진 (특장업체), 3.3 가솔린 11인승 | launch_price_range_krw=0~59780000 | displacement_range_cc=2199~3342 | body_length_range_mm=5115~5115"
kia,더 뉴 카니발 4세대,"['시그니처', 'X-Line', '그래비티', '노블레스', '아웃도어', '프레스티지', '-']","['1.6 터보 HEV 4인승 하이리무진', '1.6 터보 HEV 7인승', '1.6 터보 HEV 7인승 하이리무진', '1.6 터보 HEV 9인승', '1.6 터보 HEV 9인승 하이리무진', '1.6 터보 HEV 하이리무진 (특장업체)', '2.2 디젤 7인승', '2.2 디젤 9인승', '2.2 디젤 9인승 하이리무진', '2.2 디젤 하이리무진 (특장업체)']","class_name_examples=시그니처, X-Line, 그래비티, 노블레스, 아웃도어, 프레스티지, - | level_name_examples=1.6 터보 HEV 4인승 하이리무진, 1.6 터보 HEV 7인승, 1.6 터보 HEV 7인승 하이리무진, 1.6 터보 HEV 9인승, 1.6 터보 HEV 9인승 하이리무진, 1.6 터보 HEV 하이리무진 (특장업체), 2.2 디젤 7인승, 2.2 디젤 9인승, 2.2 디젤 9인승 하이리무진, 2.2 디젤 하이리무진 (특장업체) | launch_price_range_krw=0~92000000 | displacement_range_cc=1598~3470 | body_length_range_mm=5155~5200"
kia,더 뉴 카렌스,"['프레스티지', '디럭스', '럭셔리']","['1.7 디젤', '2.0 LPi']","class_name_examples=프레스티지, 디럭스, 럭셔리 | level_name_examples=1.7 디젤, 2.0 LPi | launch_price_range_krw=18800000~23660000 | displacement_range_cc=1685~1999 | body_length_range_mm=4525~4525"
kia,더 뉴 프라이드,"['디럭스', '스마트', '트렌디', '럭셔리', '프레스티지']","['1.4', '1.4 5도어', '1.4 디젤 5도어', '1.6', '1.6 5도어']","class_name_examples=디럭스, 스마트, 트렌디, 럭셔리, 프레스티지 | level_name_examples=1.4, 1.4 5도어, 1.4 디젤 5도어, 1.6, 1.6 5도어 | launch_price_range_krw=11750000~17480000 | displacement_range_cc=1396~1591 | body_length_range_mm=4045~4370"
kia,더 프레스티지 K7,"['디럭스', '럭셔리', '프레스티지', '노블레스']","['2.4', '3.0', '3.3']","class_name_examples=디럭스, 럭셔리, 프레스티지, 노블레스 | level_name_examples=2.4, 3.0, 3.3 | launch_price_range_krw=29800000~40700000 | displacement_range_cc=2359~3342 | body_length_range_mm=4965~4965"
kia,디 올 뉴 니로,"['베스트 셀렉션', '시그니처', '트렌디', '프레스티지']",['1.6 HEV'],"class_name_examples=베스트 셀렉션, 시그니처, 트렌디, 프레스티지 | level_name_examples=1.6 HEV | launch_price_range_krw=0~34490000 | displacement_range_cc=1580~1580 | body_length_range_mm=4420~4420"
kia,디 올 뉴 셀토스,"['X-Line', '시그니처', '트렌디', '프레스티지']","['1.6 가솔린 터보 2WD', '1.6 가솔린 터보 4WD']","class_name_examples=X-Line, 시그니처, 트렌디, 프레스티지 | level_name_examples=1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD | launch_price_range_krw=24770000~34120000 | displacement_range_cc=1598~1598 | body_length_range_mm=4430~4430"
kia,디 올 뉴 스포티지,"['노블레스', '노블레스 그래비티', '시그니처', '시그니처 그래비티', '트렌디', '프레스티지']","['1.6 터보 2WD', '2.0 LPG 2WD', '2.0 디젤 2WD']","class_name_examples=노블레스, 노블레스 그래비티, 시그니처, 시그니처 그래비티, 트렌디, 프레스티지 | level_name_examples=1.6 터보 2WD, 2.0 LPG 2WD, 2.0 디젤 2WD | launch_price_range_krw=0~35660000 | displacement_range_cc=1598~1999 | body_length_range_mm=4660~4660"
kia,디 올 뉴 스포티지 하이브리드,"['노블레스', '노블레스 그래비티', '시그니처', '시그니처 그래비티', '프레스티지']",['1.6 터보 HEV'],"class_name_examples=노블레스, 노블레스 그래비티, 시그니처, 시그니처 그래비티, 프레스티지 | level_name_examples=1.6 터보 HEV | launch_price_range_krw=0~35110000 | displacement_range_cc=1598~1598 | body_length_range_mm=4660~4660"
kia,레이,"['디럭스', '디럭스 스페셜', '럭셔리', '럭셔리 에코플러스', '프레스티지', '프레스티지 에코 다이나믹스', '프레스티지 에코플러스', '고급형', '기본형', '-']","['1.0', '1.0 바이퓨얼', '1.0 밴', '1.0 터보']","class_name_examples=디럭스, 디럭스 스페셜, 럭셔리, 럭셔리 에코플러스, 프레스티지, 프레스티지 에코 다이나믹스, 프레스티지 에코플러스, 고급형, 기본형, - | level_name_examples=1.0, 1.0 바이퓨얼, 1.0 밴, 1.0 터보 | launch_price_range_krw=0~16640000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
kia,모닝 어반,"['스탠다드', '스탠다드 마이너스', '시그니처', '시그니처 엣지-업', '프레스티지', '-', '스페셜']","['1.0', '1.0 밴']","class_name_examples=스탠다드, 스탠다드 마이너스, 시그니처, 시그니처 엣지-업, 프레스티지, -, 스페셜 | level_name_examples=1.0, 1.0 밴 | launch_price_range_krw=11750000~15450000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
kia,모하비,"['JV300', 'JV300 고급형', 'JV300 에센스팩', 'JV300 최고급형', 'KV300', 'KV300 고급형', 'KV300 최고급형', 'QV300', 'QV300 고급형', 'QV300 최고급형']","['3.0 디젤 2WD', '3.0 디젤 4WD', '3.8 가솔린 2WD', '4.6 가솔린 (수출형)', '4.6 가솔린 4WD']","class_name_examples=JV300, JV300 고급형, JV300 에센스팩, JV300 최고급형, KV300, KV300 고급형, KV300 최고급형, QV300, QV300 고급형, QV300 최고급형 | level_name_examples=3.0 디젤 2WD, 3.0 디젤 4WD, 3.8 가솔린 2WD, 4.6 가솔린 (수출형), 4.6 가솔린 4WD | launch_price_range_krw=0~48550000 | displacement_range_cc=2959~4627 | body_length_range_mm=4880~4935"
