brand,model_name,class_name_examples,level_name_examples,context_summary
hyundai,더 뉴 스타리아,"['7인승', '리무진', '인스퍼레이션', '-', '프레스티지', '9인승', '모던', '스마트', '특장업체', '프레스티지 캠퍼 11인승']","['2.2 디젤 7인승 휠체어 리프트 2WD', '2.2 디젤 7인승 휠체어 리프트 4WD', '2.2 디젤 7인승 휠체어 슬로프 2WD', '2.2 디젤 라운지 7인승 2WD', '2.2 디젤 라운지 7인승 4WD', '2.2 디젤 라운지 9인승 2WD', '2.2 디젤 라운지 9인승 4WD', '2.2 디젤 라운지 모빌리티 7인승 2WD', '2.2 디젤 라운지 모빌리티 7인승 4WD', '2.2 디젤 라운지 모빌리티 9인승 2WD']","class_name_examples=7인승, 리무진, 인스퍼레이션, -, 프레스티지, 9인승, 모던, 스마트, 특장업체, 프레스티지 캠퍼 11인승 | level_name_examples=2.2 디젤 7인승 휠체어 리프트 2WD, 2.2 디젤 7인승 휠체어 리프트 4WD, 2.2 디젤 7인승 휠체어 슬로프 2WD, 2.2 디젤 라운지 7인승 2WD, 2.2 디젤 라운지 7인승 4WD, 2.2 디젤 라운지 9인승 2WD, 2.2 디젤 라운지 9인승 4WD, 2.2 디젤 라운지 모빌리티 7인승 2WD, 2.2 디젤 라운지 모빌리티 7인승 4WD, 2.2 디젤 라운지 모빌리티 9인승 2WD | launch_price_range_krw=0~50210000 | displacement_range_cc=1598~3470 | body_length_range_mm=5255~5255"
hyundai,더 뉴 싼타페,"['익스클루시브 5인승', '익스클루시브 6인승', '익스클루시브 7인승', '캘리그래피 5인승', '캘리그래피 6인승', '캘리그래피 7인승', '프레스티지 5인승', '프레스티지 6인승', '프레스티지 7인승', '프리미엄 5인승']","['2.2 디젤 2WD', '2.2 디젤 4WD', '2.5 가솔린 터보 2WD', '2.5 가솔린 터보 AWD']","class_name_examples=익스클루시브 5인승, 익스클루시브 6인승, 익스클루시브 7인승, 캘리그래피 5인승, 캘리그래피 6인승, 캘리그래피 7인승, 프레스티지 5인승, 프레스티지 6인승, 프레스티지 7인승, 프리미엄 5인승 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD, 2.5 가솔린 터보 2WD, 2.5 가솔린 터보 AWD | launch_price_range_krw=0~43860000 | displacement_range_cc=2151~2497 | body_length_range_mm=4785~4800"
hyundai,더 뉴 싼타페 하이브리드,"['익스클루시브 5인승', '익스클루시브 6인승', '익스클루시브 7인승', '캘리그래피 5인승', '캘리그래피 6인승', '캘리그래피 7인승', '프레스티지 5인승', '프레스티지 6인승', '프레스티지 7인승']","['1.6 터보 HEV 2WD', '1.6 터보 HEV AWD']","class_name_examples=익스클루시브 5인승, 익스클루시브 6인승, 익스클루시브 7인승, 캘리그래피 5인승, 캘리그래피 6인승, 캘리그래피 7인승, 프레스티지 5인승, 프레스티지 6인승, 프레스티지 7인승 | level_name_examples=1.6 터보 HEV 2WD, 1.6 터보 HEV AWD | launch_price_range_krw=34800000~46560000 | displacement_range_cc=1598~1598 | body_length_range_mm=4785~4800"
hyundai,더 뉴 아반떼,"['모던', '모던 튜익스 에디션 II', '스마트', '스마트 튜익스 에디션 I', '스타일', '월드컵 에디션', '텐 밀리언 리미티드', '텐 밀리언 튜익스 에디션 II', '프리미엄', '프리미엄 튜익스 에디션 II']","['1.6', '1.6 LPi', '1.6 LPi (장애인용)', '1.6 디젤']","class_name_examples=모던, 모던 튜익스 에디션 II, 스마트, 스마트 튜익스 에디션 I, 스타일, 월드컵 에디션, 텐 밀리언 리미티드, 텐 밀리언 튜익스 에디션 II, 프리미엄, 프리미엄 튜익스 에디션 II | level_name_examples=1.6, 1.6 LPi, 1.6 LPi (장애인용), 1.6 디젤 | launch_price_range_krw=0~24150000 | displacement_range_cc=1582~1591 | body_length_range_mm=4550~4570"
hyundai,더 뉴 아반떼 [CN7],"['N라인', '모던', '스마트', '인스퍼레이션']","['1.6', '1.6 LPi', '1.6 LPi (렌터카용)', '1.6 LPi (장애인용)']","class_name_examples=N라인, 모던, 스마트, 인스퍼레이션 | level_name_examples=1.6, 1.6 LPi, 1.6 LPi (렌터카용), 1.6 LPi (장애인용) | launch_price_range_krw=0~28060000 | displacement_range_cc=1591~1598 | body_length_range_mm=4670~4710"
hyundai,더 뉴 아반떼 하이브리드 [CN7],"['N라인', '모던', '스마트', '인스퍼레이션']",['1.6 HEV'],"class_name_examples=N라인, 모던, 스마트, 인스퍼레이션 | level_name_examples=1.6 HEV | launch_price_range_krw=25780000~32030000 | displacement_range_cc=1580~1580 | body_length_range_mm=4670~4710"
hyundai,더 뉴 아반떼AD,"['스마트', '스마트 베스트 초이스팩', '스마트 초이스', '스타일', '프리미엄', '모던']","['1.6', '1.6 LPi', '1.6 LPi (렌터카용)', '1.6 LPi (장애인용)', '1.6 디젤', '1.6 터보 스포츠']","class_name_examples=스마트, 스마트 베스트 초이스팩, 스마트 초이스, 스타일, 프리미엄, 모던 | level_name_examples=1.6, 1.6 LPi, 1.6 LPi (렌터카용), 1.6 LPi (장애인용), 1.6 디젤, 1.6 터보 스포츠 | launch_price_range_krw=16170000~24540000 | displacement_range_cc=1582~1598 | body_length_range_mm=4570~4620"
hyundai,더 뉴 아이오닉 플러그인,"['N', 'Q']",['1.6 HEV'],"class_name_examples=N, Q | level_name_examples=1.6 HEV | launch_price_range_krw=31340000~33940000 | displacement_range_cc=1580~1580 | body_length_range_mm=4470~4470"
hyundai,더 뉴 아이오닉 하이브리드,"['I', 'N', 'Q']",['1.6 HEV'],"class_name_examples=I, N, Q | level_name_examples=1.6 HEV | launch_price_range_krw=22420000~26930000 | displacement_range_cc=1580~1580 | body_length_range_mm=4470~4470"
hyundai,더 뉴 제네시스 쿠페,"['D', 'S', 'GT P', 'GT R']","['2.0 터보', '3.8']","class_name_examples=D, S, GT P, GT R | level_name_examples=2.0 터보, 3.8 | launch_price_range_krw=26200000~35830000 | displacement_range_cc=1998~3778 | body_length_range_mm=4630~4630"
hyundai,더 뉴 캐스퍼,"['디 에센셜', '스마트', '인스퍼레이션']","['1.0', '1.0 터보']","class_name_examples=디 에센셜, 스마트, 인스퍼레이션 | level_name_examples=1.0, 1.0 터보 | launch_price_range_krw=14930000~21070000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
hyundai,더 뉴 코나,"['N 라인 모던', 'N 라인 인스퍼레이션', '모던', '스마트', '인스퍼레이션']","['1.6 가솔린 터보 2WD', '1.6 가솔린 터보 4WD', '2.0 가솔린 2WD', '2.0 가솔린 4WD']","class_name_examples=N 라인 모던, N 라인 인스퍼레이션, 모던, 스마트, 인스퍼레이션 | level_name_examples=1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 2.0 가솔린 2WD, 2.0 가솔린 4WD | launch_price_range_krw=19620000~29960000 | displacement_range_cc=1598~1999 | body_length_range_mm=4205~4205"
hyundai,더 뉴 코나 하이브리드,"['모던', '스마트', '인스퍼레이션']",['1.6 HEV 2WD'],"class_name_examples=모던, 스마트, 인스퍼레이션 | level_name_examples=1.6 HEV 2WD | launch_price_range_krw=24730000~31170000 | displacement_range_cc=1580~1580 | body_length_range_mm=4205~4205"
hyundai,더 뉴 투싼,"['N 라인 인스퍼레이션', 'N 라인 프리미엄', '모던', '인스퍼레이션', '프리미엄']","['1.6 터보 2WD', '1.6 터보 AWD', '2.0 디젤 2WD', '2.0 디젤 AWD']","class_name_examples=N 라인 인스퍼레이션, N 라인 프리미엄, 모던, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 터보 2WD, 1.6 터보 AWD, 2.0 디젤 2WD, 2.0 디젤 AWD | launch_price_range_krw=0~40040000 | displacement_range_cc=1598~1998 | body_length_range_mm=4640~4650"
hyundai,더 뉴 투싼 하이브리드,"['N 라인 인스퍼레이션', 'N 라인 프리미엄', '모던', '인스퍼레이션', '프리미엄']","['1.6 터보 HEV 2WD', '1.6 터보 HEV AWD']","class_name_examples=N 라인 인스퍼레이션, N 라인 프리미엄, 모던, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 터보 HEV 2WD, 1.6 터보 HEV AWD | launch_price_range_krw=0~41610000 | displacement_range_cc=1598~1598 | body_length_range_mm=4640~4650"
hyundai,더 뉴 팰리세이드,"['VIP', '익스클루시브', '캘리그래피', '캘리그래피 블랙에디션', '프레스티지', '르블랑']","['2.2 디젤 2WD', '2.2 디젤 4WD', '3.8 가솔린 2WD', '3.8 가솔린 4WD']","class_name_examples=VIP, 익스클루시브, 캘리그래피, 캘리그래피 블랙에디션, 프레스티지, 르블랑 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD, 3.8 가솔린 2WD, 3.8 가솔린 4WD | launch_price_range_krw=0~51760000 | displacement_range_cc=2199~3778 | body_length_range_mm=4995~4995"
hyundai,디 올 뉴 그랜저,"['아너스', '익스클루시브', '캘리그래피', '캘리그래피(블랙익스테리어)', '캘리그래피(블랙잉크)', '프리미엄', '캘리그래피 (블랙익스테리어)', '캘리그래피 (블랙잉크)', '익스클루시브 플러스', '프리미엄 플러스']","['2.5 2WD', '3.5 2WD', '3.5 4WD', '3.5 LPG 2WD', '3.5 LPG 2WD (장애인용)', '3.5 LPG 2WD (택시형)']","class_name_examples=아너스, 익스클루시브, 캘리그래피, 캘리그래피(블랙익스테리어), 캘리그래피(블랙잉크), 프리미엄, 캘리그래피 (블랙익스테리어), 캘리그래피 (블랙잉크), 익스클루시브 플러스, 프리미엄 플러스 | level_name_examples=2.5 2WD, 3.5 2WD, 3.5 4WD, 3.5 LPG 2WD, 3.5 LPG 2WD (장애인용), 3.5 LPG 2WD (택시형) | launch_price_range_krw=0~52950000 | displacement_range_cc=2497~3470 | body_length_range_mm=5035~5035"
hyundai,디 올 뉴 그랜저 하이브리드,"['아너스', '익스클루시브', '캘리그래피', '캘리그래피(블랙익스테리어)', '캘리그래피(블랙잉크)', '프리미엄']",['1.6 터보 HEV'],"class_name_examples=아너스, 익스클루시브, 캘리그래피, 캘리그래피(블랙익스테리어), 캘리그래피(블랙잉크), 프리미엄 | level_name_examples=1.6 터보 HEV | launch_price_range_krw=42660000~53930000 | displacement_range_cc=1598~1598 | body_length_range_mm=5035~5035"
hyundai,디 올 뉴 싼타페,"['H-Pick', '블랙 익스테리어', '블랙잉크', '익스클루시브', '캘리그래피', '프레스티지']","['2.5 가솔린 터보 2WD', '2.5 가솔린 터보 AWD']","class_name_examples=H-Pick, 블랙 익스테리어, 블랙잉크, 익스클루시브, 캘리그래피, 프레스티지 | level_name_examples=2.5 가솔린 터보 2WD, 2.5 가솔린 터보 AWD | launch_price_range_krw=0~0 | displacement_range_cc=2497~2497 | body_length_range_mm=4830~4830"
hyundai,디 올 뉴 싼타페 하이브리드,"['H-Pick', '블랙 익스테리어', '블랙잉크', '익스클루시브', '캘리그래피', '프레스티지', '프레스티지 플러스']","['1.6 터보 HEV 2WD', '1.6 터보 HEV AWD']","class_name_examples=H-Pick, 블랙 익스테리어, 블랙잉크, 익스클루시브, 캘리그래피, 프레스티지, 프레스티지 플러스 | level_name_examples=1.6 터보 HEV 2WD, 1.6 터보 HEV AWD | launch_price_range_krw=0~46210000 | displacement_range_cc=1598~1598 | body_length_range_mm=4830~4830"
hyundai,디 올 뉴 코나,"['H-Pick', 'N라인', '모던', '블랙 익스테리어', '인스퍼레이션', '프리미엄']","['1.6 가솔린 터보 2WD', '1.6 가솔린 터보 4WD', '2.0 가솔린 2WD']","class_name_examples=H-Pick, N라인, 모던, 블랙 익스테리어, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 2.0 가솔린 2WD | launch_price_range_krw=24680000~32980000 | displacement_range_cc=1598~1999 | body_length_range_mm=4350~4385"
hyundai,디 올 뉴 코나 하이브리드,"['H-Pick', 'N라인', '모던', '블랙 익스테리어', '인스퍼레이션', '프리미엄']",['1.6 터보 HEV'],"class_name_examples=H-Pick, N라인, 모던, 블랙 익스테리어, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 터보 HEV | launch_price_range_krw=30460000~36110000 | displacement_range_cc=1580~1580 | body_length_range_mm=4350~4385"
hyundai,디 올 뉴 투싼,"['N 라인 인스퍼레이션', 'N 라인 프리미엄', '모던', '인스퍼레이션', '프리미엄']","['1.6 가솔린 터보 2WD', '1.6 가솔린 터보 AWD', '2.0 디젤 2WD', '2.0 디젤 AWD']","class_name_examples=N 라인 인스퍼레이션, N 라인 프리미엄, 모던, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 가솔린 터보 2WD, 1.6 가솔린 터보 AWD, 2.0 디젤 2WD, 2.0 디젤 AWD | launch_price_range_krw=0~36920000 | displacement_range_cc=1598~1998 | body_length_range_mm=4630~4630"
hyundai,디 올 뉴 투싼 하이브리드,"['N 라인 인스퍼레이션', 'N 라인 프리미엄', '모던', '인스퍼레이션', '프리미엄']",['1.6 터보 HEV'],"class_name_examples=N 라인 인스퍼레이션, N 라인 프리미엄, 모던, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 터보 HEV | launch_price_range_krw=0~37550000 | displacement_range_cc=1598~1598 | body_length_range_mm=4630~4630"
hyundai,디 올 뉴 팰리세이드,"['익스클루시브', '캘리그래피', '프레스티지']","['2.5 가솔린 터보 2WD 7인승', '2.5 가솔린 터보 2WD 9인승', '2.5 가솔린 터보 4WD 7인승', '2.5 가솔린 터보 4WD 9인승', '2.5 가솔린 터보 HEV 2WD 7인승', '2.5 가솔린 터보 HEV 2WD 9인승', '2.5 가솔린 터보 HEV 4WD 7인승', '2.5 가솔린 터보 HEV 4WD 9인승']","class_name_examples=익스클루시브, 캘리그래피, 프레스티지 | level_name_examples=2.5 가솔린 터보 2WD 7인승, 2.5 가솔린 터보 2WD 9인승, 2.5 가솔린 터보 4WD 7인승, 2.5 가솔린 터보 4WD 9인승, 2.5 가솔린 터보 HEV 2WD 7인승, 2.5 가솔린 터보 HEV 2WD 9인승, 2.5 가솔린 터보 HEV 4WD 7인승, 2.5 가솔린 터보 HEV 4WD 9인승 | launch_price_range_krw=0~64240000 | displacement_range_cc=2497~2497 | body_length_range_mm=5060~5065"
hyundai,맥스크루즈,"['익스클루시브', '익스클루시브 스페셜', '수출형']","['2.2 디젤 2WD', '2.2 디젤 4WD', '3.3 가솔린 2WD', '3.3 가솔린 4WD']","class_name_examples=익스클루시브, 익스클루시브 스페셜, 수출형 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD, 3.3 가솔린 2WD, 3.3 가솔린 4WD | launch_price_range_krw=0~40850000 | displacement_range_cc=2199~3342 | body_length_range_mm=4905~4915"
hyundai,베뉴,"['모던', '모던 플러스', '스마트', '프리미엄', '플럭스']",['1.6'],"class_name_examples=모던, 모던 플러스, 스마트, 프리미엄, 플럭스 | level_name_examples=1.6 | launch_price_range_krw=14730000~22120000 | displacement_range_cc=1598~1598 | body_length_range_mm=4040~4040"
hyundai,베라크루즈,"['VX', 'VX 럭셔리', 'VX 모젠팩', 'VX 스마트팩', 'VX 월드컵 스페셜 에디션', 'VX 프리미어', 'VXL', 'VXL 슈프림', 'VXL 프리미엄', 'X']","['3.0 디젤 2WD', '3.0 디젤 4WD', '3.8 가솔린 (수출형)', '3.8 가솔린 2WD', '3.8 가솔린 4WD']","class_name_examples=VX, VX 럭셔리, VX 모젠팩, VX 스마트팩, VX 월드컵 스페셜 에디션, VX 프리미어, VXL, VXL 슈프림, VXL 프리미엄, X | level_name_examples=3.0 디젤 2WD, 3.0 디젤 4WD, 3.8 가솔린 (수출형), 3.8 가솔린 2WD, 3.8 가솔린 4WD | launch_price_range_krw=0~45640000 | displacement_range_cc=2959~3778 | body_length_range_mm=4840~4840"
hyundai,벨로스터,"['DCT팩', 'PYL', 'PYL DCT팩', '유니크', '익스트림', 'D 스펙', 'D 스펙 DCT', 'D 스펙 TUIX 레이싱', '마멀레이드 스페셜 에디션']","['1.6', '1.6 터보']","class_name_examples=DCT팩, PYL, PYL DCT팩, 유니크, 익스트림, D 스펙, D 스펙 DCT, D 스펙 TUIX 레이싱, 마멀레이드 스페셜 에디션 | level_name_examples=1.6, 1.6 터보 | launch_price_range_krw=17900000~23700000 | displacement_range_cc=1591~1591 | body_length_range_mm=4220~4250"
hyundai,벨로스터 N,"['-', '퍼포먼스팩']",['2.0 터보'],"class_name_examples=-, 퍼포먼스팩 | level_name_examples=2.0 터보 | launch_price_range_krw=0~33820000 | displacement_range_cc=1998~1998 | body_length_range_mm=4265~4265"
hyundai,벨로스터 [JS],"['모던', '모던 코어', 'JBL 익스트림 사운드 에디션', '스포츠', '스포츠 코어', '익스트림 드라이빙 에디션']","['1.4 터보', '1.6 터보']","class_name_examples=모던, 모던 코어, JBL 익스트림 사운드 에디션, 스포츠, 스포츠 코어, 익스트림 드라이빙 에디션 | level_name_examples=1.4 터보, 1.6 터보 | launch_price_range_krw=21350000~26250000 | displacement_range_cc=1353~1591 | body_length_range_mm=4240~4240"
hyundai,스타리아,"['리무진', '인스퍼레이션', '프레스티지', '-', '모던', '스마트', '11인승', '9인승', '14인승', '프레스티지 캠퍼 11인승']","['1.6 하이브리드 라운지 7인승 2WD', '1.6 하이브리드 라운지 9인승 2WD', '1.6 하이브리드 라운지 모빌리티 7인승 2WD', '1.6 하이브리드 라운지 모빌리티 9인승 2WD', '1.6 하이브리드 카고 3인승 2WD', '1.6 하이브리드 카고 5인승 2WD', '1.6 하이브리드 투어러 11인승 2WD', '1.6 하이브리드 투어러 9인승 2WD', '2.2 디젤 라운지 7인승 2WD', '2.2 디젤 라운지 7인승 4WD']","class_name_examples=리무진, 인스퍼레이션, 프레스티지, -, 모던, 스마트, 11인승, 9인승, 14인승, 프레스티지 캠퍼 11인승 | level_name_examples=1.6 하이브리드 라운지 7인승 2WD, 1.6 하이브리드 라운지 9인승 2WD, 1.6 하이브리드 라운지 모빌리티 7인승 2WD, 1.6 하이브리드 라운지 모빌리티 9인승 2WD, 1.6 하이브리드 카고 3인승 2WD, 1.6 하이브리드 카고 5인승 2WD, 1.6 하이브리드 투어러 11인승 2WD, 1.6 하이브리드 투어러 9인승 2WD, 2.2 디젤 라운지 7인승 2WD, 2.2 디젤 라운지 7인승 4WD | launch_price_range_krw=0~63570000 | displacement_range_cc=1598~3470 | body_length_range_mm=5255~5255"
hyundai,싼타페 더 프라임,"['밸류 플러스', '스마트', '프리미엄', '1 밀리언', '1 밀리언 스타일', '모던', '익스클루시브', '익스클루시브 스페셜', '1 밀리언 얼티밋']","['2.0 가솔린 터보 2WD', '2.0 가솔린 터보 4WD', '2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=밸류 플러스, 스마트, 프리미엄, 1 밀리언, 1 밀리언 스타일, 모던, 익스클루시브, 익스클루시브 스페셜, 1 밀리언 얼티밋 | level_name_examples=2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=26950000~39700000 | displacement_range_cc=1995~2199 | body_length_range_mm=4700~4700"
hyundai,싼타페 더스타일,"['MLX 디럭스', 'MLX 프리미어', '프리미어', 'MLX 럭셔리', 'SLX 탑', 'SLX 프리미엄', 'CLX 기본형', 'CLX 디럭스']","['2.0 디젤 2WD', '2.2 디젤 2WD', '2.2 디젤 4WD', '2.4 가솔린', '2.7 LPi']","class_name_examples=MLX 디럭스, MLX 프리미어, 프리미어, MLX 럭셔리, SLX 탑, SLX 프리미엄, CLX 기본형, CLX 디럭스 | level_name_examples=2.0 디젤 2WD, 2.2 디젤 2WD, 2.2 디젤 4WD, 2.4 가솔린, 2.7 LPi | launch_price_range_krw=24650000~38750000 | displacement_range_cc=1991~2656 | body_length_range_mm=4675~4685"
hyundai,싼타페CM,"['CLX 디럭스', 'CLX 최고급형', 'MLX 고급형', 'MLX 기본형', 'MLX 디럭스', 'MLX 럭셔리', 'MLX 스마트팩', 'MLX 월드컵 스페셜 에디션', 'MLX 프리미어', 'SLX 프리미엄']","['2.0 디젤 2WD', '2.2 디젤 2WD', '2.2 디젤 4WD', '2.4 가솔린 (수출형)', '2.7 LPi']","class_name_examples=CLX 디럭스, CLX 최고급형, MLX 고급형, MLX 기본형, MLX 디럭스, MLX 럭셔리, MLX 스마트팩, MLX 월드컵 스페셜 에디션, MLX 프리미어, SLX 프리미엄 | level_name_examples=2.0 디젤 2WD, 2.2 디젤 2WD, 2.2 디젤 4WD, 2.4 가솔린 (수출형), 2.7 LPi | launch_price_range_krw=24650000~38750000 | displacement_range_cc=1991~2656 | body_length_range_mm=4675~4685"
hyundai,싼타페DM,"['모던', '스마트', '익스클루시브', '익스클루시브 스페셜', '프리미엄', '-']","['2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD', '3.3 가솔린 4WD (수출형)']","class_name_examples=모던, 스마트, 익스클루시브, 익스클루시브 스페셜, 프리미엄, - | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD, 3.3 가솔린 4WD (수출형) | launch_price_range_krw=0~37760000 | displacement_range_cc=1995~3342 | body_length_range_mm=4690~4690"
hyundai,싼타페TM,"['익스클루시브', '익스클루시브 스페셜', '인스퍼레이션', '프레스티지', '프리미엄', '모던']","['2.0 가솔린 터보 2WD', '2.0 가솔린 터보 4WD', '2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=익스클루시브, 익스클루시브 스페셜, 인스퍼레이션, 프레스티지, 프리미엄, 모던 | level_name_examples=2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~43100000 | displacement_range_cc=1995~2199 | body_length_range_mm=4770~4770"
hyundai,쏘나타 DN8,"['모던', '스마트', '인스퍼레이션', '프리미엄', '프리미엄 밀레니얼', '프리미엄 패밀리', '프리미엄 플러스', '프리미어 밀레니얼', '스타일', 'N 라인 더 블랙']","['1.6 터보', '2.0', '2.0 LPG (장애인용)', '2.0 LPi', '2.0 LPi (렌터카용)', '2.5 터보']","class_name_examples=모던, 스마트, 인스퍼레이션, 프리미엄, 프리미엄 밀레니얼, 프리미엄 패밀리, 프리미엄 플러스, 프리미어 밀레니얼, 스타일, N 라인 더 블랙 | level_name_examples=1.6 터보, 2.0, 2.0 LPG (장애인용), 2.0 LPi, 2.0 LPi (렌터카용), 2.5 터보 | launch_price_range_krw=21400000~36450000 | displacement_range_cc=1598~2497 | body_length_range_mm=4900~4900"
hyundai,쏘나타 뉴 라이즈,"['마이 시티 에디션', '마이 트립 에디션', '모던', '스마트', '스타일', '프리미엄', '스마트 스페셜', '스마트 초이스', '익스트림 셀렉션', '프리미엄 스페셜']","['1.6 터보', '1.7 디젤', '2.0', '2.0 LPi', '2.0 LPi (장애인용)', '2.0 LPi (택시형)', '2.0 터보']","class_name_examples=마이 시티 에디션, 마이 트립 에디션, 모던, 스마트, 스타일, 프리미엄, 스마트 스페셜, 스마트 초이스, 익스트림 셀렉션, 프리미엄 스페셜 | level_name_examples=1.6 터보, 1.7 디젤, 2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보 | launch_price_range_krw=18450000~32930000 | displacement_range_cc=1591~1999 | body_length_range_mm=4855~4855"
hyundai,쏘나타 뉴 라이즈 하이브리드,"['모던', '스마트', '프리미엄', '프리미엄 스페셜', '익스클루시브']","['2.0 HEV', '2.0 PHEV']","class_name_examples=모던, 스마트, 프리미엄, 프리미엄 스페셜, 익스클루시브 | level_name_examples=2.0 HEV, 2.0 PHEV | launch_price_range_krw=29840000~44290000 | displacement_range_cc=1999~1999 | body_length_range_mm=4855~4855"
hyundai,쏘나타 더 브릴리언트,"['모던', '블루세이버', '스마트', '스타일', '어트랙션', '프리미엄']","['2.0', '2.0 터보']","class_name_examples=모던, 블루세이버, 스마트, 스타일, 어트랙션, 프리미엄 | level_name_examples=2.0, 2.0 터보 | launch_price_range_krw=20400000~31900000 | displacement_range_cc=1998~1999 | body_length_range_mm=4820~4820"
hyundai,쏘나타 디 엣지,"['N 라인', '에스', '익스클루시브', '인스퍼레이션', '프리미엄', '비즈니스1', '비즈니스2']","['1.6 터보', '2.0', '2.0 LPi', '2.0 LPi (렌터카용)', '2.0 LPi (장애인용)', '2.5 터보']","class_name_examples=N 라인, 에스, 익스클루시브, 인스퍼레이션, 프리미엄, 비즈니스1, 비즈니스2 | level_name_examples=1.6 터보, 2.0, 2.0 LPi, 2.0 LPi (렌터카용), 2.0 LPi (장애인용), 2.5 터보 | launch_price_range_krw=0~38690000 | displacement_range_cc=1598~2497 | body_length_range_mm=4910~4910"
hyundai,쏘나타 디 엣지 하이브리드,"['에스', '익스클루시브', '인스퍼레이션', '프리미엄']",['2.0 HEV'],"class_name_examples=에스, 익스클루시브, 인스퍼레이션, 프리미엄 | level_name_examples=2.0 HEV | launch_price_range_krw=31870000~38910000 | displacement_range_cc=1999~1999 | body_length_range_mm=4910~4910"
hyundai,쏘나타 하이브리드,"['로얄', '모던', '수출형', '스마트', '프리미어', '프리미엄']",['2.0 HEV'],"class_name_examples=로얄, 모던, 수출형, 스마트, 프리미어, 프리미엄 | level_name_examples=2.0 HEV | launch_price_range_krw=0~34380000 | displacement_range_cc=1999~1999 | body_length_range_mm=4820~4855"
hyundai,쏘나타 하이브리드 [DN8],"['모던', '스마트', '인스퍼레이션', '프리미엄', '프리미엄 밀레니얼', '프리미엄 패밀리', '프리미엄 플러스']",['2.0 HEV'],"class_name_examples=모던, 스마트, 인스퍼레이션, 프리미엄, 프리미엄 밀레니얼, 프리미엄 패밀리, 프리미엄 플러스 | level_name_examples=2.0 HEV | launch_price_range_krw=0~37420000 | displacement_range_cc=1999~1999 | body_length_range_mm=4900~4900"
hyundai,쏠라티,"['디럭스', '럭셔리', '스탠다드', '-', '15인승', '23인승', '럭셔리 4인승']","['2.5 디젤 14인승', '2.5 디젤 15인승', '2.5 디젤 16인승', '2.5 디젤 리무진', '2.5 디젤 투어', '3인승 밴', '방송중계 스튜디오', '어린이버스', '캠핑카']","class_name_examples=디럭스, 럭셔리, 스탠다드, -, 15인승, 23인승, 럭셔리 4인승 | level_name_examples=2.5 디젤 14인승, 2.5 디젤 15인승, 2.5 디젤 16인승, 2.5 디젤 리무진, 2.5 디젤 투어, 3인승 밴, 방송중계 스튜디오, 어린이버스, 캠핑카 | launch_price_range_krw=0~0 | displacement_range_cc=2497~2497 | body_length_range_mm=6195~6195"
hyundai,아반떼 LPi 하이브리드,"['Ⅰ기본형', 'Ⅰ이지팩', 'Ⅱ기본형', 'Ⅲ기본형', 'Ⅲ어드밴스팩']",['1.6 HDE'],"class_name_examples=Ⅰ기본형, Ⅰ이지팩, Ⅱ기본형, Ⅲ기본형, Ⅲ어드밴스팩 | level_name_examples=1.6 HDE | launch_price_range_krw=0~25530000 | displacement_range_cc=1591~1591 | body_length_range_mm=4535~4535"
hyundai,아반떼 N,['-'],['2.0 터보'],class_name_examples=- | level_name_examples=2.0 터보 | launch_price_range_krw=0~0 | displacement_range_cc=1998~1998 | body_length_range_mm=4675~4675
hyundai,아반떼 쿠페,"['스마트', '튜익스 화이트팩', '프리미엄', '프리미엄 튜익스 화이트팩']",['2.0'],"class_name_examples=스마트, 튜익스 화이트팩, 프리미엄, 프리미엄 튜익스 화이트팩 | level_name_examples=2.0 | launch_price_range_krw=17950000~23150000 | displacement_range_cc=1999~1999 | body_length_range_mm=4540~4540"
