brand,model_name,first_model_year,last_model_year,submodel_line_examples,trim_name_examples
hyundai,아반떼MD,2010,2016,"1.6, 1.6 LPi, 1.6 LPi (장애인용), 1.8 (수출형)","M16 디럭스, M16 럭셔리, M16 모던, M16 블루세이버, M16 스마트, M16 스타일, M16 에비뉴, M16 탑, M16 탑 스마트 팩, M16 프리미어"
hyundai,아슬란,2015,2017,"3.0, 3.3","G300 모던, G300 모던 베이직, G300 모던 스페셜, G300 익스클루시브, G330 모던, G330 익스클루시브, G330 프리미엄"
hyundai,아이오닉 5 N,2024,2024,AWD,-
hyundai,아이오닉 6 N,2026,2026,AWD,-
hyundai,아이오닉 일렉트릭,2016,2018,(전기),"I, N, Q"
hyundai,아이오닉 플러그인,2017,2018,1.6 HEV,"N, Q"
hyundai,아이오닉 하이브리드,2016,2018,1.6 HEV,"I, N, Q, 밸류 플러스"
hyundai,아이오닉5,2021,2023,"롱레인지, 롱레인지 AWD, 스탠다드, 스탠다드 AWD","영업용, 영업용 롱레인지 패키지, 익스클루시브, 프레스티지, E-라이트"
hyundai,아이오닉6,2023,2023,"롱레인지, 롱레인지 AWD, 스탠다드","E-라이트, 익스클루시브, 익스클루시브 플러스, 프레스티지"
hyundai,아이오닉9,2025,2025,"성능형 AWD, 향속형 2WD, 향속형 AWD","6인승 익스클루시브, 6인승 캘리그래피, 6인승 프레스티지, 7인승 익스클루시브, 7인승 캘리그래피, 7인승 프레스티지"
hyundai,엑센트 (신형),2011,2018,"1.4 VVT, 1.4 VVT (장애인용), 1.6, 1.6 디젤, 위트 1.4 VVT, 위트 1.6, 위트 1.6 디젤","럭셔리, 모던, 밸류 플러스, 스마트, 스마트 스페셜, 스타일, 프리미어, 프리미엄, 블루세이버, 탑"
hyundai,엑시언트,2017,2017,"11.5톤 6X4, 14.5톤 6X4, 14톤 6X4, 16톤 6X4, 17톤 6X4, 19.5톤 8X4, 19.5톤 8X4 하이루프캡, 19톤 8X4, 19톤 8X4 하이루프캡, 22톤 6X4","장축, 특초장축, 후3축, 단축, 중축, 초장축, 특장축, 특중축, -, 극초장축"
hyundai,엑시언트 프로,2019,2019,"11.5톤 6X4(410마력), 11.5톤 6X4(430마력), 13톤 6X4, 14.5톤 6X4, 14톤 6X4, 16톤 6X4, 17.5톤 6X4(520마력), 17.5톤 6X4(540마력), 17톤 6X4, 19.5톤 8X4(540마력)","장축, 극초장축, 초장축, 단축, 중축, -"
hyundai,올 뉴 마이티,2015,2022,"10.3톤 일반캡, 2.5톤 내로우캡, 2.5톤 내장탑차, 2.5톤 냉동탑차, 2.5톤 더블캡, 2.5톤 덤프, 2.5톤 슈퍼캡, 2.5톤 이동주유, 2.5톤 일반캡, 2.5톤 특장차","중축고상 골드, 단축고상 하이슈퍼, 장축고상 디럭스, 장축저상 디럭스, -, 장축고상 슈퍼, 장축고상, 장축저상, 장축저상 슈퍼, 단축고상 슈퍼"
hyundai,올 뉴 아반떼 [CN7],2021,2021,"1.6, 1.6 LPi, 1.6 LPi (렌터카용), 1.6 LPi (장애인용), 1.6 터보","모던, 스마트, 인스퍼레이션, 스타일, N 라인 모던, N 라인 스포츠, N 라인 인스퍼레이션"
hyundai,올 뉴 아반떼 하이브리드 [CN7],2021,2021,1.6 HEV,"모던, 스마트, 인스퍼레이션"
hyundai,올 뉴 투싼,2016,2020,"1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD, 1.7 디젤 2WD, 2.0 가솔린 2WD (수출형), 2.0 디젤 2WD, 2.0 디젤 4WD","모던, 모던 초이스, 모던 피버, 베스트 초이스, 스마트, 스타일, 스타일 피버, 얼티밋 에디션, 인스퍼레이션, 프리미엄"
hyundai,유니버스,2008,2012,"CNG, 리무진, 스페이스, 익스프레스, 캠핑카","럭셔리, 엘레강스, 프라임, 25인승, 노블, 노블 우등, 컴포트, 클래식, -"
hyundai,제네시스,2008,2013,"4.6 (수출형), BH330, BH380, BH380 (수출형), GP380, GP500","-, 그랜드, 그랜드 프라임팩, 럭셔리, 럭셔리 VIP팩, 럭셔리 프라임팩, 모던, 모던 스페셜, 프리미엄, 프리미엄 다이나믹 에디션"
hyundai,제네시스 DH,2013,2015,"3.8 (수출형), 3.8 AWD (수출형), 5.0 (수출형), 5.0 AWD (수출형), G330, G330 AWD, G380, G380 AWD","-, 모던, 프리미엄, 익스클루시브, 파이니스트 에디션, 프레스티지"
hyundai,제네시스 쿠페,2008,2011,"2.0 터보, 2.0 터보 (수출형), 3.8","D, P, R, RW, -, GT P, GT R, GT RW"
hyundai,캐스퍼,2021,2022,"1.0, 1.0 밴, 1.0 터보, 1.0 터보 밴","디 에센셜, 모던, 스마트, 인스퍼레이션"
hyundai,캐스퍼 일렉트릭,2026,2026,(EV),"인스퍼레이션, 크로스, 프리미엄"
hyundai,코나,2017,2020,"1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","모던, 모던 아트, 모던 초이스, 모던 테크, 모던 팝, 스마트, 아이언맨 에디션, 프리미엄, 플럭스 모던, 플럭스 프리미엄"
hyundai,코나 N,2021,2021,2.0 가솔린 터보,-
hyundai,코나 일렉트릭,2018,2018,2WD,"모던, 프리미엄"
hyundai,코나 하이브리드,2020,2020,1.6 HEV 2WD,"모던 스페셜, 스마트 스페셜, 프리미엄 스페셜"
hyundai,투싼ix,2010,2013,"2.0 가솔린, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.4 (수출형)","LMX20 프리미엄, LX20 럭셔리, LX20 프리미어, X20 워너비, LX20 모던, LX20 스마트팩, LX20 월드컵 스페셜 에디션, X20 디럭스, X20 럭셔리, X20 스마트"
hyundai,트라고,2009,2012,"11.5톤 6X4, 14톤 6X4, 15톤 6X4, 16.5톤 6X4, 16.5톤 특장샤시 6X4, 16톤 6X4, 17.5톤 특장샤시 8X4, 17톤 6X4, 18톤 6X4, 19.5톤 8X4","장축 프로, 특초장축 프로, 중축 프로, 특중축 프로, 초단축 프로, 중축, 초장축, 특단축, 특단축 프로, 단축"
hyundai,트라고 엑시언트,2013,2015,"11.5톤 6X4, 14톤 6X4, 15톤 6X4, 16톤 6X4, 16톤 후3축 6X4, 17톤 6X4, 17톤 후3축 6X4(400), 17톤 후3축 6X4(420), 17톤 후3축 6X4(440), 19.5톤 8X4","장축 (400), 장축 (410), 장축, 특초장축, 특초장축 골드, 중축, 단축, 초장축, 특중축, 단축 일반캡"
hyundai,파비스,2020,2020,"15.5톤 샤시캡, 17톤 샤시캡, 5.5톤, 8.5톤, 8톤, 고소작업차, 급수차, 내장탑차, 냉동탑차, 덤프","극초장축 프레스티지 플러스, 극초장축 프레스티지 플러스 8.3, 극초장축 프리미엄 플러스, 극초장축 프리미엄 플러스 8.3, 단축 프레스티지, 단축 프리미엄, 장축 프레스티지, 장축 프리미엄, 극초장축 프레스티지 플러스 8.9, 극초장축 프레스티지 플러스 9.3"
hyundai,팰리세이드,2019,2021,"2.2 디젤 2WD, 2.2 디젤 4WD, 3.8 가솔린 2WD, 3.8 가솔린 4WD","VIP, 익스클루시브, 캘리그래피, 프레스티지"
hyundai,포레스트,2020,2020,2.5 디젤 캠핑카,"디럭스, 스탠다드, 엔트리"
hyundai,포터2,2007,2024,"CRDi 더블캡, CRDi 더블캡 4WD, CRDi 슈퍼캡, CRDi 슈퍼캡 4WD, CRDi 일반캡, CRDi 일반캡 4WD, LPG 더블캡, LPG 슈퍼캡, TCi 더블캡, TCi 슈퍼캡","장축 SUP 고급형, 장축 SUP 기본형, 장축 SUP 일반형, 장축 스마트, 장축 하이-SUP 고급형, 장축 하이-SUP 기본형, 장축 하이-SUP 최고급형, 초장축 SUP 고급형, 초장축 SUP 기본형, 초장축 SUP 일반형"
hyundai,포터2 일렉트릭,2020,2020,"내장탑차, 슈퍼캡, 윙바디, 파워게이트","-, 초장축 스마트 스페셜 (19년~현재), 초장축 프리미엄 스페셜 (19년~현재)"
kgm,G4 렉스턴,2017,2020,"2.2 디젤 2WD 5인승, 2.2 디젤 2WD 7인승, 2.2 디젤 4WD 5인승, 2.2 디젤 4WD 7인승","럭셔리, 마제스티, 마제스티 스페셜, 유라시아 에디션, 프라임, 헤리티지, 헤리티지 스페셜, 화이트 에디션"
kgm,뉴 로디우스,2007,2011,"2.7 디젤 2WD 11인승, 2.7 디젤 2WD 9인승, 2.7 디젤 4WD 11인승","RD400, RD400 EZ 스페셜, RD400 고급형, RD400 최고급형, RD500, RD500 EZ 스페셜, RD500 최고급형, 플래티넘"
kgm,뉴 스타일 코란도 C,2017,2018,"2.2 디젤 2WD, 2.2 디젤 4WD","DX, KX, RX, RX 고급형, RX 최고급형, 익스트림, 익스트림 스포츠"
kgm,뉴 체어맨W,2011,2016,"3.2, 3.2 AWD, 3.6, 3.6 AWD, 5.0","CW600 SVIP, CW600 럭셔리, CW600 프레스티지, CW600 VIP, CW700 VIP, CW700 VVIP, CW700 럭셔리, CW700 리무진, CW700 보우 에디션, CW700 이그제큐티브"
kgm,뉴 코란도 C,2014,2016,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","CVS 고급형, CVS 최고급형, CVT 고급형, CVT 최고급형, CVX 고급형, CVX 최고급형, DX, KX, RX 고급형, RX 최고급형"
kgm,뉴카이런,2006,2011,"2.0 디젤 2WD 5인승, 2.0 디젤 2WD 7인승, 2.0 디젤 4WD 5인승, 2.0 디젤 4WD 7인승, 2.7 디젤 2WD 7인승, 2.7 디젤 4WD 7인승, 2.7 디젤 AWD 7인승","LV5, LV6, LV6 브라운 에디션, 최고급형, EV5 고급형, LV5 고급형, LV5 최고급형, LV7, LV7 고급형, LV7 최고급형"
kgm,더 뉴 렉스턴 스포츠,2021,2022,"2.2 디젤 2WD, 2.2 디젤 2WD 쿨멘, 2.2 디젤 4WD, 2.2 디젤 4WD 쿨멘","노블레스, 와일드, 익스페디션, 프레스티지, 와일드 쿨멘"
kgm,더 뉴 렉스턴 스포츠 칸,2021,2024,"2.2 디젤 2WD, 2.2 디젤 2WD 쿨멘, 2.2 디젤 4WD, 2.2 디젤 4WD 쿨멘","노블레스, 와일드, 익스페디션, 프레스티지, (특장) 더블캡, (특장) 싱글캡, 쿨멘 노블레스"
kgm,더 뉴 코란도 스포츠,2017,2017,"2.2 디젤 2WD, 2.2 디젤 4WD","CX5 에코, CX5 클럽, CX5 패션, CX7 매니아, CX7 비전, CX7 클럽, CX7 패션, 삼바 에디션, 익스트림"
kgm,더 뉴 토레스,2024,2025,"1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.5 가솔린 밴 2WD, 1.5 가솔린 밴 4WD, 1.5 가솔린 하이브리드, 1.5 바이퓨얼 2WD, 1.5 바이퓨얼 4WD","T5, T7, 블랙 에디션, 블랙 엣지, TV5, TV7, 블랙엣지, (택시형), TL5, TL7"
kgm,더 뉴 티볼리,2024,2025,"1.5 가솔린 바이퓨얼 2WD, 1.5 가솔린 바이퓨얼 4WD, 1.5 가솔린 터보 2WD, 1.5 가솔린 터보 4WD, 1.6 가솔린 2WD","V5, V7, V1, V3"
kgm,더 뉴 티볼리 에어,2024,2024,1.5 가솔린 터보 2WD,"A5, A7"
kgm,렉스턴 뉴 아레나,2023,2023,"2.2 디젤 2WD, 2.2 디젤 4WD","프리미엄, 노블레스, 더 블랙"
kgm,렉스턴 스포츠,2018,2020,"2.2 디젤 2WD, 2.2 디젤 4WD","노블레스, 어드벤처, 와일드, 프레스티지, 프레스티지 스페셜, 다이내믹 에디션, 캠핑카"
kgm,렉스턴 스포츠 칸,2019,2020,"2.2 디젤 2WD, 2.2 디젤 4WD","5링크 노블레스, 5링크 프레스티지, 5링크 프레스티지 스페셜, 5링크 프로페셔널 S, 5링크 프로페셔널 X, 파워 리프 노블레스, 파워 리프 와일드, 파워 리프 파이오니어 S, 파워 리프 파이오니어 X, 파워 리프 프레스티지"
kgm,렉스턴W,2013,2016,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","RX5 디럭스, RX7 디럭스, RX7 럭셔리, RX7 브라운 스페셜, RX7 프레스티지, RX7 마니아, 노블레스, 어드벤처 60주년 에디션"
kgm,로디우스 유로,2012,2012,"2.0 디젤 2WD, 2.0 디젤 4WD","RD400, RD500, 플래티넘"
kgm,무쏘,1993,2026,"2.0 가솔린, 2.3 가솔린, 2.3 디젤, 2.9 디젤, 2.9 디젤 터보인터쿨러, 3.2 가솔린, 가솔린 터보 2.0, 가솔린 터보 2.0(롱 데크), 디젤 2.2, 디젤 2.2(롱 데크)","2000, 2000 프레스티지, 2300, 2300 프레스티지, 601, 602 EL, 602 프레스티지, -, 프레스티지, EX"
kgm,무쏘 EV,2025,2025,"2WD, 4WD","MX, 블랙 엣지, 스페셜 에디션"
kgm,무쏘 스포츠,2002,2025,"2.2 디젤 2WD, 2.2 디젤 4WD, 2.9 디젤 2WD, 2.9 디젤 4WD","스페셜 에디션, 와일드, 프레스티지, 프레스티지 블랙엣지, 290S CT 고급형, 290S CT 기본형, 290S CT 최고급형, FX5 CT 고급형, FX5 CT 일반형, FX5 CT 최고급형"
kgm,무쏘 칸,2025,2025,"2.2 디젤 2WD, 2.2 디젤 4WD","스페셜 에디션, 와일드, 프레스티지, 프레스티지 블랙엣지"
kgm,베리 뉴 티볼리,2019,2022,"1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","R-PLUS, V1, V3, V3 스페셜, V5, V7, 리미티드 에디션, 업비트"
kgm,뷰티풀 코란도,2019,2022,"1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","C3, C3 플러스, C5, C5 프라임, C5 플러스, C7, R-플러스, 딜라이트, 딜라이트 플러스, 샤이니"
kgm,슈퍼 렉스턴,2008,2012,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.7 디젤 2WD, 2.7 디젤 4WD, 2.7 디젤 AWD","RX4 고급형, RX4 브라운, RX4 최고급형, RX5 고급형, RX6 고급형, RX6 최고급형, RX6 브라운 스페셜, RX6 브라운 에디션, RX7, RX7 AWD 브라운 에디션"
kgm,액티언 2세대,2025,2025,"1.5 HEV 2WD, 1.5 가솔린 2WD, 1.5 가솔린 AWD, 1.5 바이퓨얼 2WD, 1.5 바이퓨얼 AWD","S8 하이브리드, S7, S8, S9"
kgm,올 뉴 렉스턴,2021,2021,"2.2 디젤 2WD, 2.2 디젤 4WD","럭셔리, 프레스티지, 더 블랙, 마스터, 시그니처"
kgm,체어맨H 뉴 클래식,2011,2014,"2.8, 3.2","500S VIP, 500S 고급형, 500S 브라운 에디션, 500S 최고급형, 600S VIP, 600S 브라운 에디션, 600S 최고급형"
kgm,코란도 C,2010,2013,"2.0 디젤 2WD, 2.0 디젤 4WD","시크, 시크 K룩, 시크 리미티드, 시크 비트, 시크 쿨, 클래시, 클래시 럭셔리, 클래시 컴포트, 클러비, 클러비 K룩"
kgm,코란도 EV,2024,2024,"E3, E5, 택시형",-
kgm,코란도 스포츠,2014,2015,"2.0 디젤 2WD, 2.0 디젤 4WD, 캠핑카","CX5 에코, CX5 클럽, CX5 패션, CX7 레저, CX7 매니아, CX7 비전, CX7 클럽, CX7 패션, 어드벤처 60th 에디션, 익스트림"
kgm,코란도 이모션,2022,2022,EV,"E3, E5"
kgm,코란도 투리스모,2014,2018,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","GT 11인승, GT 9인승, LT 11인승, LT 9인승, RT 11인승, RT 9인승, 익스트림 11인승, 익스트림 9인승, 샤토 11인승, 샤토 9인승"
kgm,토레스,2023,2024,"1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.5 가솔린 밴 2WD, 1.5 가솔린 밴 4WD, 1.5 바이퓨얼 2WD, 1.5 바이퓨얼 4WD","T5, T7, TX, 블랙 에디션, TV5, TV7, TL5, TL7"
kgm,토레스 EVX,2024,2024,2WD,"E5, E7"
kgm,티볼리,2015,2017,"1.6 가솔린 2WD, 1.6 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","LX, LX 고급형, LX 최고급형, TX, TX 스타일, VX, 삼바 에디션, 엣지 에디션"
kgm,티볼리 아머,2017,2019,"1.6 가솔린 2WD, 1.6 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","LX, TX, VX, 기어 II 드라이빙 기어, 기어 II 스타일링 기어, 기어 에디션, 기어 플러스, 기어 플러스 I, 기어 플러스 II"
kgm,티볼리 에어,2016,2022,"1.5 가솔린 2WD, 1.6 가솔린 2WD, 1.6 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","A1, A3, 업비트, AX, IX, RX"
kia,EV3,2024,2026,"GT, 롱레인지, 롱레인지 4WD, 스탠다드","-, GT 라인, 어스, 에어"
kia,EV4,2025,2026,"GT, 롱레인지, 롱레인지 4WD, 스탠다드","-, GT-라인, 어스, 에어, GT 라인"
kia,EV5,2025,2026,"2WD 롱 레인지, 2WD 스탠다드, 4WD 롱레인지, GT","GT-라인, 어스, 에어, GT라인, GT 라인, -"
kia,EV6,2022,2023,"GT AWD, 롱 레인지 2WD, 롱 레인지 AWD, 스탠다드 2WD, 스탠다드 AWD","-, GT 라인, 라이트, 어스, 에어"
kia,EV9,2024,2025,"GT 4WD, GT 라인 4WD, 어스, 어스 4WD, 에어, 에어 4WD","-, 롱레인지 6인승, 롱레인지 7인승, 6인승, 7인승, 스탠다드 6인승, 스탠다드 7인승"
kia,K3,2013,2015,"1.6, 1.6 디젤, 유로 1.6","W 스페셜, 노블레스, 디럭스, 럭셔리, 럭셔리 에코플러스, 에코 플러스, 트렌디, 프레스티지, 럭셔리 트렌디"
kia,K3 쿱,2014,2015,"1.6, 1.6 터보","럭셔리, 프레스티지, 노블레스, 트렌디"
kia,K5,2010,2014,"2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보, 2.4, 구조변경 (가솔린)","노블레스, 디럭스, 럭셔리, 스마트, 스마트 스페셜, 트렌디, 프레스티지, 프레스티지 브라운, 프레스티지 에코플러스, 옵티마 (수출형)"
kia,K5 2세대,2016,2018,"1.6 터보, 1.7 디젤, 2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보","SX GT 라인, SX 노블레스, SX 노블레스 스페셜, SX 럭셔리, SX 스페셜 에디션, SX 프레스티지, MX 노블레스, MX 노블레스 스페셜, MX 디럭스, MX 럭셔리"
kia,K5 3세대,2020,2022,"1.6 터보, 2.0, 2.0 LPi, 2.0 LPi (렌터카용), 2.0 LPi (장애인용)","노블레스, 시그니처, 트렌디, 프레스티지, 스탠다드"
kia,K5 하이브리드,2011,2015,"2.0 HEV, 2.4 HEV","500H 노블레스, 500H 럭셔리, 500H 프레스티지, 노블레스, 디럭스, 럭셔리, 프레스티지, 옵티마 (수출형)"
kia,K5 하이브리드 2세대,2016,2018,"2.0 HEV, 2.0 PHEV","노블레스, 노블레스 스페셜, 프레스티지"
kia,K5 하이브리드 3세대,2020,2020,2.0 HEV,"노블레스, 시그니처, 트렌디, 프레스티지"
kia,K7,2010,2011,"2.4, 2.7, 3.5, 3.5 카덴자 (수출형), VG270 LPI, 구조변경(가솔린)","디럭스, 디럭스 스페셜, 럭셔리, 럭셔리 프리미엄, 프레스티지, 프레스티지 프리미엄, 노블레스, 노블레스 프리미엄, -"
kia,K7 프리미어,2020,2021,"2.2 디젤, 2.5, 3.0, 3.0 LPi, 3.0 LPi (렌터카용), 3.0 LPi (장애인용), 3.0 LPi (택시형)","노블레스, 프레스티지, X 에디션, 시그니처, 스탠다드, 트렌디"
kia,K7 프리미어 하이브리드,2020,2020,2.4 HEV,"노블레스, 시그니처, 프레스티지"
kia,K7 하이브리드,2013,2016,2.4 HEV,"700h 럭셔리, 700h 프레스티지"
kia,K8,2021,2023,"2.5, 3.5, 3.5 AWD, 3.5 LPi, 3.5 LPi (렌터카용), 3.5 LPi (장애인용), 3.5 LPi (택시형)","노블레스, 노블레스 라이트, 시그니처, 시그니처 스페셜, 플래티넘, 프레스티지, 스탠다드, 트렌디"
kia,K8 하이브리드,2021,2023,1.6 터보 HEV,"노블레스, 노블레스 라이트, 시그니처, 시그니처 스페셜"
kia,K9,2012,2014,"3.3, 3.8","RVIP, 노블레스, 노블레스 스페셜, 이그제큐티브, 프레스티지, 프레스티지 스페셜, VIP, 프레지던트"
kia,PV5,2025,2026,"WAV, 오픈베드, 카고 롱, 패신저","베이직, 택시, 베이직 롱레인지, 베이직 스탠다드, 플러스 롱레인지, 플러스 스탠다드, 플러스"
kia,뉴 그랜버드,2011,2016,"그린필드(390마력), 그린필드(430마력), 그린필드(440마력), 블루스카이(390마력), 블루스카이(430마력), 블루스카이(440마력), 슈퍼 프리미엄 그린필드(440마력), 슈퍼 프리미엄 블루스카이(440마력), 슈퍼 프리미엄 실크로드(440마력), 슈퍼 프리미엄 썬샤인(440마력)","47인승 자가용, 캠핑카, 29인승 스탠다드데크 우등고속, 47인승 스탠다드데크 자가용, 29인승 하이데크 우등고속, 47인승 하이데크 자가용, 29인승 우등고속, -, 22인승 우등고속, 23인승 자가용"
kia,뉴 쏘렌토R,2013,2014,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","LX, TLX, TLX 스페셜, 노블레스, 럭셔리, 리미티드, 리미티드 스페셜, 트렌디, 프레스티지"
kia,뉴 카니발 R,2010,2014,"2.2 디젤, 2.2 디젤 리무진, 2.7 LPi, 3.5 가솔린 리무진","GLX, GLX 최고급형, GX, 프레지던트"
kia,뉴 페이스 카렌스,2008,2013,"2.0 LPi, 2.0 가솔린, 2.0 디젤","GLX 고급형, GLX 고급형 패밀리팩, GLX 최고급형, GLX 최고급형 패밀리팩, GLX 프리미엄, GX 고급형, GX 최고급형, GX 최고급형 패밀리, 리미티드, 비지니스"
kia,뉴모닝,2008,2011,"1.0, 1.0 LPi, 1.0 밴","L, LX 고급형, LX 고급형 블랙프리미엄, LX 기본형, LX 기본형 블랙프리미엄, LX 스페셜, SLX 고급형, SLX 고급형 블랙 프리미엄, SLX 뷰티, SLX 뷰티 블랙 프리미엄"
kia,니로,2016,2018,"1.6 HEV, 1.6 PHEV","노블레스, 럭셔리, 프레스티지"
kia,니로 EV,2018,2021,(전기),"노블레스, 프레스티지"
kia,니로 플러스,2023,2023,"(전기), (전기) 택시형","어스, 에어, 라이트"
kia,더 K9,2018,2021,"3.3, 3.3 AWD, 3.3 터보, 3.3 터보 AWD, 3.8, 3.8 AWD, 5.0 AWD","-, 마스터즈, 마스터즈Ⅱ, 그랜드 마스터즈, 마스터즈Ⅲ, 베스트 셀렉션Ⅱ, 플래티넘, 플래티넘Ⅰ, 플래티넘Ⅱ, 그랜드 플래티넘"
kia,더 뉴 EV6,2025,2026,"GT AWD, 롱레인지 2WD, 롱레인지 4WD, 스탠다드 2WD","-, GT 라인, 라이트, 어스, 에어"
kia,더 뉴 K3,2016,2018,"1.6, 1.6 디젤, 유로 1.6","노블레스, 디럭스, 트렌디, 트렌디 A, 트렌디 C, 트렌디 E, 트렌디 스타일, 프레스티지, 프레스티지 스페셜"
kia,더 뉴 K3 [2세대],2022,2022,"1.6, 1.6 터보 GT 5도어","노블레스, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 K3 쿱,2016,2017,"1.6, 1.6 터보","럭셔리, 프레스티지, 노블레스"
kia,더 뉴 K5,2013,2015,"2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보, 구조변경 (가솔린)","W 스페셜, 노블레스, 디럭스, 럭셔리, 럭셔리 스페셜, 럭셔리 트렌디, 스페셜, 에코플러스 프레스티지, 트렌디, 프레스티지"
kia,더 뉴 K5 2세대,2019,2020,"1.6 터보, 1.7 디젤, 2.0, 2.0 LPi, 2.0 LPi (렌터카용), 2.0 LPi (장애인용), 2.0 LPi (택시형)","노블레스, 노블레스 스페셜, 프레스티지, 럭셔리, 월드컵 에디션, 인텔리전트, 디럭스"
kia,더 뉴 K5 3세대,2024,2026,"1.6 터보, 2.0, 2.0 LPG, 2.0 LPG (렌터카용), 2.0 LPG (장애인용)","노블레스, 베스트 셀렉션, 시그니처, 프레스티지, 스마트 셀렉션, 트렌디"
kia,더 뉴 K5 하이브리드 2세대,2019,2020,2.0 HEV,"노블레스, 노블레스 스페셜, 프레스티지"
kia,더 뉴 K5 하이브리드 3세대,2024,2026,2.0 HEV,"노블레스, 베스트 셀렉션, 시그니처, 프레스티지"
kia,더 뉴 K7,2013,2016,"2.4, 3.0, 3.0 LPi, 3.0 LPi (택시형), 3.0 구조변경(가솔린), 3.3","기본형, 프레스티지, 프레스티지 스페셜, 럭셔리, 디럭스, 노블레스"
kia,더 뉴 K8,2024,2026,"2.5, 3.5, 3.5 AWD, 3.5 LPG, 3.5 LPG (렌터카용), 3.5 LPG (장애인용), 3.5 LPG (택시형)","노블레스, 노블레스 라이트, 베스트 셀렉션, 시그니처, 시그니처 블랙, 프레스티지"
kia,더 뉴 K8 하이브리드,2026,2026,1.6 터보 HEV,"노블레스, 노블레스 라이트, 베스트 셀렉션, 시그니처, 시그니처 블랙"
kia,더 뉴 K9,2015,2018,"3.3, 3.8, 5.0, 5.0 (수출형)","이그제큐티브, 프레스티지, VIP, 노블레스, 퀀텀, -"
kia,더 뉴 K9 [RJ],2022,2022,"3.3, 3.3 AWD, 3.3 터보, 3.3 터보 AWD, 3.8, 3.8 AWD","플래티넘, 마스터즈, 베스트 셀렉션 I, 베스트 셀렉션 II"
kia,더 뉴 기아 레이,2023,2026,"1.0, 1.0 1인승 밴, 1.0 밴","X-Line, 그래비티, 스탠다드, 시그니처, 트렌디, 프레스티지, 프레스티지 스페셜"
kia,더 뉴 기아 레이 EV,2024,2026,"(전기), 1인승 밴, 2인승 밴","라이트, 에어"
kia,더 뉴 니로,2019,2022,"1.6 HEV, 1.6 PHEV","노블레스, 노블레스 스페셜, 럭셔리, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 레이,2018,2022,"1.0, 1.0 1인승 밴, 1.0 LPi, 1.0 밴","디럭스, 럭셔리, 스탠다드, 시그니처, 캠핑카, 트렌디, 프레스티지, 프레스티지 베스트셀렉션, 프레스티지 스페셜, -"
kia,더 뉴 모닝,2015,2015,"1.0, 1.0 바이퓨얼, 1.0 밴, 1.0 터보","디럭스, 럭셔리, 스마트, 스포츠 런 하이, 스프츠 런, -, 고급형"
kia,더 뉴 모닝 [JA],2024,2025,"1.0, 1.0 밴","GT-Line, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 모하비,2016,2019,"3.0 디젤 2WD, 3.0 디젤 4WD, 3.0 디젤 AWD","노블레스, VIP, 프레지던트"
kia,더 뉴 봉고3,2019,2024,"1.2톤 킹캡, 1.2톤 표준캡, LPi 더블캡, LPi 킹캡, LPi 표준캡, 내장 탑차, 냉동 탑차, 냉온장 탑차, 다용도 탑차, 더블캡","GL, GLS, 초장축 GL, 초장축 GLS, 초장축 L, 초장축 L 라이트, 1.2톤 플러스형, 1톤 LPi 표준형, 1톤 LPi 플러스형, 1톤 상승 내장탑차"
kia,더 뉴 셀토스,2023,2025,"1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 2.0 가솔린 2WD, 2.0 가솔린 4WD","X-Line, 그래비티, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 스포티지,2025,2025,"1.6 터보 2WD, 1.6 터보 4WD, 2.0 LPG 2WD","X-라인, 노블레스, 시그니처, 프레스티지"
