title,registration_number,price_manwon,model_year,first_registration_yyyymm,color,mileage_km
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,189라3893,3690,2023,202305,미색,13010
[현대] 신형 투싼 1.6 가솔린 2WD 인스퍼레이션,306라7748,1850,2020,201911,회색,74821
[기아] K7 프리미어 3.0 GDi 노블레스,313무1391,2150,2020,202003,검정,100023
[쉐보레(대우)] 올란도 2.0 LPGi LTZ 프리미엄,31소8655,980,2017,201701,흰색,69802
[현대] 디 올뉴코나 1.6 가솔린 터보 2WD 인스퍼레이션,359마1372,2850,2024,202312,검정,12793
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,05모2767,730,2017,201709,미색,117675
[르노(삼성)] QM3 RE,297누5807,540,2016,201511,미색,128288
[기아] 올 뉴카니발 7인승 리무진 디젤 프레지던트,14노5641,1290,2018,201707,회색,168359
[기아] 더 뉴모닝 가솔린 스마트,17부0367,590,2016,201511,흰색,62594
[현대] 신형 싼타페 R2.0 2WD 익스클루시브 스페셜,269누9043,2050,2019,201810,흰색,98765
[현대] 포터II LPG 슈퍼캡 초장축 모던,804수5805,1890,2024,202401,흰색,31579
[기아] 올 뉴카렌스 2.0 LPI 트렌디,53로0580,870,2016,201602,흰색,144305
[현대] 스타리아 2.2 디젤 라운지 7인승 4WD 인스퍼레이션,339거3190,3490,2022,202111,회색,113685
[기아] 올 뉴카니발 9인승 디젤 프레스티지,11보3886,960,2016,201506,회색,158131
[현대] 아반떼 하이브리드(CN7) HEV 모던,163너9162,1460,2022,202201,회색,118049
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,292가9787,1110,2020,201909,미색,26272
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,394누9075,2850,2023,202311,회색,108395
[현대] 아반떼AD 1.6 GDi 밸류 플러스,42다2699,1350,2018,201803,흰색,59543
[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 시그니처,120구9518,3220,2022,202207,회색,39912
[KG모빌리티(쌍용)] 더 뉴티볼리 1.5 가솔린 터보 2WD V5,169너3610,1950,2024,202312,흰색,15368
[현대] 싼타페 더 프라임 디젤 R2.0 4WD 익스클루시브,23거4258,1290,2016,201509,흰색,128310
[제네시스] 더 올뉴G80 가솔린 3.5 AWD 기본형,106호1288,4450,2021,202101,초록(연두),54781
[기아] 올 뉴쏘렌토 R2.0 2WD 노블레스 스페셜,06부6526,950,2015,201504,검정색,203010
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,56모0519,290,2017,201608,미색,124630
[기아] 올 뉴카니발 9인승 디젤 프레스티지,226누9203,1350,2018,201706,회색,115231
[쉐보레(대우)] 더 넥스트 스파크 에코 LTZ,22주5699,680,2015,201508,청색,26532
[현대] 쏘나타 디 엣지 하이브리드 2.0 HEV 인스퍼레이션,110모9563,3810,2025,202508,회색,8683
[기아] 셀토스 1.6 디젤 4WD 프레스티지,140거4151,1850,2020,202001,회색,92500
[현대] 올 뉴투싼 디젤 R2.0 2WD 프리미엄,15루7236,1710,2018,201709,흰색,72661
[현대] 그랜드스타렉스 어린이보호차 12인승,73무8380,1370,2017,201703,노랑,32300
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,09우4523,1490,2020,201905,흰색,56299
[현대] 신형 싼타페 R2.0 2WD 프리미엄,33부4996,2120,2019,201808,흰색,62966
[기아] 신형 K5 하이브리드(DL3) 2.0 HEV 노블레스,351주3888,2670,2023,202311,검정,46980
[기아] 더 뉴모닝 가솔린 디럭스,29보0155,690,2016,201605,미색,64551
[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 시그니처,104누9032,3299,2023,202302,회색,62860
[기아] 올 뉴카니발 9인승 디젤 노블레스,38로2415,1150,2016,201504,검정,139040
[기아] 올 뉴카니발 9인승 디젤 노블레스,18마3737,970,2016,201510,검정,190939
[현대] 스타리아 2.2 디젤 투어러 11인승 4WD 모던,712도3205,2890,2024,202401,회색,28959
[르노(삼성)] SM3 네오 RE,55버7183,330,2015,201409,흰색,177627
[현대] 아이오닉 6 롱레인지 2WD 프레스티지,25어0916,3150,2023,202210,흰색,78083
[현대] 코나 1.6 디젤 2WD 모던,209더4065,1350,2018,201712,흰색,89000
[기아] K3 1.6 GDI 트렌디,57보3816,600,2015,201411,미색,124871
[현대] 그랜드스타렉스 12인승 디젤 CVX 럭셔리,71무8607,1130,2016,201503,노랑,61891
[기아] 더 뉴K3 1.6 GDI 트렌디,59소0961,690,2016,201604,미색,134634
[현대] 그랜저IG 2.4 GDi 프리미엄,35어4187,1450,2017,201612,검정,136487
[기아] 디 올뉴스포티지 1.6 가솔린 2WD 시그니처,126누2760,2930,2022,202112,"파랑(남색,곤색)",23285
[기아] 셀토스 1.6 가솔린 2WD 시그니처,369도3030,2040,2021,202101,미색,86899
[기아] 더 뉴쏘렌토 디젤 R2.0 2WD 프레스티지,325루6627,2350,2020,201911,미색,24281
[현대] 벨로스터 N 2.0 N 퍼포먼스,208구8101,1690,2021,202009,회색,137940
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 2.2 4WD 프레스티지,804거3873,1790,2022,202203,회색,181120
[기아] 뉴 신형K5 2.0 가솔린 노블레스,47보0249,1399,2020,201906,미색,98396
[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 4WD 프레스티지,104누9073,2870,2023,202306,회색,33076
[기아] 더 뉴모하비 디젤 4WD 프레지던트,39누4709,2090,2019,201908,미색,124012
[기아] EV6 롱 레인지 2WD 어스,35마8223,3350,2023,202308,미색,99008
[기아] 신형 K5(DL3) 2.0 가솔린 프레스티지,210너8857,1630,2022,202201,검정,92419
[기아] 더 뉴레이 밴 럭셔리,292고2417,880,2020,202003,쥐색,23414
[현대] 올 뉴투싼 디젤 R2.0 2WD 모던,53루0207,1350,2017,201606,흰색,95300
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 4WD 노블레스,144모7311,3360,2022,202204,미색,80792
[현대] 싼타페 더 프라임 디젤 R2.0 2WD 밸류플러스,04나5179,1350,2017,201707,회색,102896
[현대] 스타리아 캠핑카 특장,75라0967,3600,2022,202110,검정색,49000
[르노(삼성)] 뉴 SM7 노바 2.0 LPe,63노8046,620,2019,201903,회색,142001
[현대] 더 뉴그랜저IG LPi 3.0 영업용 고급형,260마6078,1650,2023,202207,흰색,180500
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 2.2 4WD 프레스티지,839마9150,2490,2022,202205,검정,34898
[기아] 더 뉴쏘렌토 디젤 R2.0 2WD 마스터,307도1487,2260,2020,201911,회색,68792
[기아] 셀토스 1.6 가솔린 2WD 노블레스,265우6977,2250,2020,201910,흰색,45721
[현대] 코나 1.6 디젤 2WD 모던 테크,45마1079,1530,2018,201810,회색,31807
[기아] 더 뉴K3 1.6 GDI 디럭스,68너0156,710,2016,201608,회색,114950
[기아] K8 2.5 GDI 노블레스,190마4025,2590,2022,202111,회색,46073
[기아] K8 2.5 GDI 노블레스,286구5504,2590,2022,202201,회색,75348
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3 스페셜,183머8190,1290,2021,202005,"파랑(남색,곤색)",116790
[KG모빌리티(쌍용)] 티볼리 아머 1.6 가솔린 VX,150거9781,800,2018,201806,흰색,135830
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,208수8696,2900,2023,202307,미색,53654
[기아] 더 뉴K9(RJ) 3.8 가솔린 AWD 플래티넘 베스트셀렉션Ⅰ,220머2947,3850,2023,202212,검정,52057
[현대] 쏘나타(DN8) 하이브리드 2.0 HEV 프리미엄 플러스,273수6309,1850,2022,202112,회색,108106
[현대] 더 뉴그랜저IG 하이브리드 2.4 HEV 익스클루시브,190마4017,2550,2023,202208,검정,85315
[기아] K8 3.5 GDI 2WD 노블레스,190마4048,1990,2022,202110,검정,69257
[현대] 포터II CRDi 슈퍼캡 초장축 하이슈퍼,85고4381,1080,2016,201505,흰색,133713
[기아] K8 2.5 GDI 노블레스,242루3393,2580,2022,202203,검정,43117
[제네시스] G90 3.8 AWD 프리미엄 럭셔리,382너6324,3750,2020,202001,검정,106752
[현대] 더 뉴아반떼 N 2.0 터보 N,216구2329,3430,2025,202502,하늘색,6627
[르노(삼성)] XM3 하이브리드 1.6 GTe for all 인스파이어,250보2910,2450,2024,202402,"파랑(남색,곤색)",15357
[기아] 더 뉴카니발 하이브리드(KA4) 1.6 HEV 9인승 시그니처 X-라인,158조1115,5490,2026,202509,미색,19154
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,120모4797,2650,2022,202202,미색,110217
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 프레스티지,87모4746,1950,2021,202008,회색,67157
[현대] 더 올뉴투싼 1.6 터보 2WD 인스퍼레이션,273수6367,2950,2022,202201,회색,18377
[KG모빌리티(쌍용)] G4 렉스턴 2.2 4WD 마제스티,58거6495,1250,2018,201705,흰색,190593
[쉐보레(대우)] 더 뉴스파크 프리미어,160너6968,1070,2021,202101,흰색,50239
[현대] 그랜저HG 하이브리드 2.4 HEV 프리미엄,60러8799,590,2015,201406,검정,196461
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 4WD 시그니처,248무9450,3370,2021,202104,회색,76980
[기아] K7 프리미어 3.0 LPi 일반인 노블레스,255라6955,2150,2020,201911,"파랑(남색,곤색)",109028
[르노(삼성)] 뉴 QM6 2.0 LPe RE 시그니처,221소4024,2190,2023,202206,회색,23431
[기아] 신형 카니발(KA4) 하이리무진 7인승 가솔린 시그니처,109우1352,3750,2021,202106,검정,73459
[현대] 쏘나타(DN8) 하이브리드 2.0 HEV 인스퍼레이션,171보1379,2450,2021,202005,흰색,34972
[현대] 그랜드스타렉스 3인승 디젤 밴 스마트,84두8968,660,2016,201603,회색,208808
[KG모빌리티(쌍용)] 올 뉴코란도 1.5 가솔린 2WD C5 프라임,267나8525,1250,2020,202002,흰색,121465
[쉐보레(대우)] 더 뉴스파크 프리미어,254머7299,780,2020,202001,흰색,73546
[현대] 디 올뉴그랜저 LPi 3.5 영업용 고급형,136나7961,2599,2025,202411,흰색,79000
[기아] 더 뉴쏘렌토 하이브리드(MQ4) 1.6 HEV 2WD 시그니처 그래비티,107보8517,4980,2025,202504,미색,16349
[기아] 올 뉴쏘렌토 R2.0 2WD 노블레스,45버9018,1250,2015,201505,회색,152309
[제네시스] G90 3.8 AWD 럭셔리,265로9320,3860,2021,202101,검정색,134936
[기아] 신형 스포티지 R2.0 2WD 노블레스 플러스,58두8151,1380,2018,201709,미색,128658
[현대] 아반떼AD 1.6 GDi 밸류 플러스,65머7208,1260,2018,201801,흰색,63145
[르노(삼성)] 뉴 QM6 2.0 LPe RE 시그니처,338러4396,2120,2023,202302,회색,58399
[제네시스] G80 3.8 GDi AWD 파이니스트,21러0539,1850,2017,201608,검정색,169192
[기아] 올 뉴카니발 9인승 디젤 럭셔리,68저7479,630,2015,201407,미색,238136
[기아] 올 뉴카니발 9인승 디젤 노블레스,39더0370,780,2017,201608,검정색,235229
[기아] 더 뉴모하비 디젤 4WD 프레지던트,133구3066,1720,2017,201611,회색,123979
[현대] 더 뉴팰리세이드 2.2 디젤 2WD 프레스티지,387주9837,3870,2023,202302,흰색,18649
[제네시스] EQ900 3.8 GDi AWD 프레스티지,65고2883,2150,2018,201805,검정,176505
[제네시스] 더 올뉴G80 가솔린 2.5 2WD 기본형,253가4973,4500,2024,202307,흰색,51462
[현대] 디 올뉴코나 1.6 가솔린 터보 2WD 프리미엄,171구2966,2500,2023,202304,회색,43088
[기아] 더 뉴니로 1.6 GDI HEV 프레스티지,182나6512,1750,2021,202101,미색,91456
[르노(삼성)] SM6 2.0 LPe 장애인 RE,01라2001,890,2019,201804,검정색,150685
[현대] 신형 싼타페 R2.0 2WD 익스클루시브,171나2196,2230,2020,201911,회색,86775
[쉐보레(대우)] 리얼 뉴 콜로라도 3.6L 4WD Z71-X,95도4401,2190,2021,202108,빨간색,94998
[현대] 아이오닉 5 EV 2WD 롱레인지 익스클루시브,59나9428,2550,2022,202112,흰색,113231
[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 트렌디,314머6258,2540,2021,202008,미색,76400
[쉐보레(대우)] 어매이징 크루즈 4도어 1.4 터보 퍼펙트 블랙,62구0712,490,2016,201604,검정색,100924
[현대] 더 뉴아반떼(CN7) 가솔린 1.6 모던,317조5196,2190,2024,202307,흰색,22663
[기아] 신형 K5 하이브리드(DL3) 2.0 HEV 노블레스,351주3840,2750,2023,202311,검정,16344
[쉐보레(대우)] 말리부 2.0 디젤 LT 프리미엄팩,58두0649,600,2015,201509,흰색,93404
[기아] 디 올뉴니로 1.6 HEV 시그니처,351보1649,2930,2022,202206,미색,46960
[현대] 캐스퍼 가솔린 1.0 모던,190마4064,1600,2023,202204,흰색,42899
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 스포츠팩,190마4073,3740,2022,202201,"파랑(남색,곤색)",100345
[쉐보레(대우)] 올 뉴말리부 1.5 터보 LTZ,68더5174,1090,2017,201710,흰색,53041
[KG모빌리티(쌍용)] 티볼리 가솔린 2WD LX,27어0485,870,2017,201611,흰색,236541
[현대] 엑센트 신형 1.4 VVT 모던,47어0190,680,2016,201602,회색,63817
[현대] 디 올뉴코나 1.6 가솔린 터보 4WD 모던,137러6913,2480,2024,202312,회색,31278
[현대] 포터II 하이냉동탑차 슈퍼캡 트윈컴프,83로3200,1170,2019,201904,흰색,237402
[현대] 제네시스DH G330 프리미엄,11어8642,1430,2016,201504,회색,103415
[현대] 팰리세이드 2.2 디젤 프레스티지,384서7427,3250,2022,202205,회색,56000
[현대] 신형 싼타페 2.0T GDi 2WD 익스클루시브,43서4060,2150,2020,201906,회색,109634
[기아] 올 뉴카니발 하이리무진 디젤 9인승 노블레스,225누7655,1750,2016,201602,검정,178492
[기아] 올 뉴K7 R2.2 디젤 프레스티지,64우0240,830,2016,201605,검정색,173540
[현대] 쏘나타(DN8) L2.0 렌터카 프리미엄,373무1398,1494,2023,202301,흰색,145691
[기아] 올 뉴K3 1.6 가솔린 프레스티지,271러6250,1130,2021,202007,"파랑(남색,곤색)",106884
[기아] 더 뉴K8 하이브리드 HEV 노블레스,373무1387,4080,2026,202511,회색,15432
[기아] 더 뉴K7 2.4 GDI 프레스티지,12가0279,650,2016,201510,미색,170000
[KG모빌리티(쌍용)] 렉스턴 스포츠 칸 디젤 2.2 4WD 프로페셔널 X,89고0708,1700,2019,201906,회색,94932
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,273수6305,1380,2020,201912,회색,65771
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,149노5258,1490,2020,202001,흰색,46593
[기아] 더 뉴모닝 가솔린 럭셔리,11구0856,520,2016,201604,미색,140900
[기아] 신형 카니발(KA4) 9인승 디젤 프레스티지,182나6518,2690,2021,202012,미색,98937
[기아] 더 뉴레이 1.0 가솔린 시그니처,294서1701,1560,2022,202112,흰색,33556
[현대] 아반떼(CN7) 1.6 가솔린 인스퍼레이션,288버5369,1790,2021,202005,흰색,95271
[현대] 팰리세이드 2.2 디젤 프레스티지,288마8716,3050,2021,202010,흰색,70560
[기아] 모하비 더 마스터 3.0 디젤 4WD 마스터즈 그래비티,398주9083,3950,2021,202112,검정,62545
[제네시스] GV80 2.5 가솔린 AWD 기본형,228나3613,4690,2021,202103,검정색,43712
[현대] 신형 싼타페 R2.0 2WD 익스클루시브,58무6961,2200,2019,201811,흰색,84528
[현대] 그랜저IG 하이브리드 2.4 HEV 익스클루시브 스페셜,68노1145,1880,2018,201803,회색,108616
[기아] 뉴 신형K5 2.0 가솔린 노블레스,40나5510,1790,2019,201802,검정,50249
[기아] 올 뉴K3 1.6 가솔린 프레스티지,308두3690,1190,2021,202105,미색,86980
[기아] 더 뉴레이 1.0 가솔린 프레스티지 베스트셀렉션,121모3901,1490,2022,202205,검정,31339
[현대] 디 올뉴그랜저 하이브리드 1.6 하이브리드 프리미엄,112러8144,3200,2023,202302,검정,85454
[현대] 더 뉴코나 하이브리드 1.6 HEV 모던,163너9176,1300,2021,202108,흰색,150064
[기아] K7 프리미어 3.0 GDi 노블레스,273수6303,1850,2020,202003,검정,108976
[현대] 포터II 일렉트릭 카고 프리미엄 스페셜,82소6036,1490,2021,202009,흰색,79290
[기아] 더 뉴봉고Ⅲ화물 1톤 LPG 4WD 더블캡 장축 GLS,804누7958,2090,2024,202401,흰색,10563
[현대] 더 뉴아반떼AD 1.6 가솔린 스타일,65서7323,1250,2019,201905,회색,37157
[기아] 더 뉴쏘렌토 디젤 R2.2 4WD 노블레스 스페셜,03다2726,1790,2018,201709,검정,127235
[현대] 포터II CRDi 슈퍼캡 초장축 스마트,91더1236,1559,2019,201908,흰색,65019
[현대] 아반떼(CN7) 1.6 가솔린 모던,282주9845,1790,2021,202012,회색,18838
[현대] 스타리아 2.2 디젤 캠퍼 4인승 4WD 프레스티지,723거3920,4890,2023,202301,흰색,74927
[현대] 신형 투싼 1.6 가솔린 2WD 모던,296보9260,1870,2020,202003,흰색,57893
[현대] 스타리아 2.2 디젤 투어러 9인승 4WD 모던,222소5764,3260,2023,202302,흰색,44100
[현대] 포터II CRDi 슈퍼캡 초장축 스마트,83가2613,1250,2018,201802,청색,139804
[기아] 더 뉴봉고Ⅲ화물 1톤 킹캡 초장축 GLS,811러1253,1630,2023,202301,흰색,100370
[기아] 모닝 어반 1.0 가솔린 프레스티지,222무5665,1280,2021,202006,검정색,35551
[기아] 올 뉴카니발 9인승 디젤 노블레스,363서9009,1180,2017,201704,검정색,166526
[현대] 싼타페(DM) 디젤 R2.0 2WD 익스클루시브,30누8280,790,2015,201403,베이지,238937
[기아] 더 뉴K7 2.4 GDI 프레스티지,13다2454,950,2015,201503,진회색,130000
[현대] LF쏘나타 뉴라이즈 하이브리드 2.0 HEV 프리미엄,21구2667,1550,2019,201806,흰색,110000
[기아] 더 뉴카렌스 2.0 LPi 5인승 디럭스(렌터카),107서2459,680,2018,201708,회색,193842
[기아] 올 뉴K3 1.6 가솔린 럭셔리,254서1159,1250,2019,201905,미색,71369
[기아] 스팅어 마이스터 3.3 터보 AWD GT 아크로에디션,100수5683,4550,2023,202210,미색,30539
[쉐보레(대우)] 이쿼녹스 1.6 디젤 2WD 프리미어 익스클루시브,123서1127,890,2018,201809,검정,180000
[기아] 올 뉴K7 3.0 GDi 리미티드,09오5524,1530,2018,201806,미색,95840
[현대] 코나 1.6 가솔린 2WD 아이언맨 에디션,276머8095,1790,2019,201902,회색,60735
[현대] 스타리아 2.2 디젤 투어러 9인승 4WD 모던,222소5778,3490,2023,202302,흰색,20694
[현대] LF쏘나타 뉴라이즈 하이브리드 2.0 HEV 프리미엄,63조8286,1360,2018,201803,흰색,136698
[르노(삼성)] SM6 2.0 GDe RE,32라0182,890,2016,201611,회색,75689
[기아] K8 3.5 GDI 2WD 시그니처,331부3173,3050,2022,202201,검정색,37002
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,120모4771,3490,2023,202204,검정,52318
[기아] 더 뉴모닝 바이퓨얼 럭셔리,11무6562,570,2016,201506,미색,141437
[기아] 쏘울 EV EV 5인승,16버5473,890,2016,201609,흰색,112689
[현대] 더 올뉴투싼 1.6 터보 AWD 인스퍼레이션,145보2996,3150,2023,202306,회색,17012
[르노(삼성)] SM6 1.5 dCi LE,65수0280,600,2016,201611,검정,181805
[KG모빌리티(쌍용)] 토레스 1.5 GDI-T 2WD 리미티드 블랙 에디션,113모2457,2550,2024,202311,초록(연두),28307
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,283버4578,1550,2020,202003,흰색,65258
[기아] 신형 K5(DL3) 2.0 가솔린 프레스티지,272너9223,2159,2021,202105,검정,61384
[기아] 신형 스포티지 R2.0 2WD 노블레스 플러스,61로4081,1500,2018,201705,미색,73115
[기아] 더 뉴모닝 가솔린 럭셔리,49저3279,800,2016,201501,흰색,46707
[KG모빌리티(쌍용)] 티볼리 에어 디젤 2WD IX,158소6621,650,2017,201610,흰색,142561
[현대] 캐스퍼 가솔린 1.0 모던,383어5052,1550,2022,202110,흰색,44844
[현대] 아이오닉 5 EV 2WD 롱레인지 프레스티지,59나8927,3340,2022,202205,흰색,33440
[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 스마트,82우2648,1300,2021,202012,검정,141151
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 칸 2.2 4WD 익스페디션,808거6374,2760,2024,202401,회색,113325
[현대] 아반떼 하이브리드(CN7) HEV 스마트,288마8744,1620,2021,202010,흰색,85354
[현대] 아이오닉 5 EV 2WD 롱레인지 프레스티지,59나9534,2850,2022,202205,미색,90251
[현대] LF쏘나타 LPi 렌터카 스마트,171저9384,400,2015,201406,회색,250374
[기아] 올 뉴쏘렌토 R2.0 2WD 프레스티지,129소7510,1390,2017,201706,회색,120030
[기아] 니로 플러스 어스,59나9452,2340,2023,202210,미색,35649
[기아] 신형 카니발(KA4) 9인승 디젤 프레스티지,112러8127,2940,2022,202201,검정,26908
[제네시스] 신형 G90 3.5 터보 AWD 기본형,120모4702,7100,2023,202308,검정,78062
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 칸 2.2 4WD 노블레스,825구7012,2850,2022,202203,검정,46022
[기아] 더 뉴레이 밴 프레스티지,190마4034,770,2022,202111,흰색,100686
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 칸 2.2 4WD 프레스티지,89다8078,2470,2021,202106,카키색,48926
[기아] 신형 카니발(KA4) 9인승 가솔린 노블레스,103누8237,3090,2021,202105,미색,50653
[기아] 디 올뉴스포티지 2.0 디젤 2WD 시그니처 그래비티,210루6806,2900,2022,202111,미색,60151
[기아] 더 뉴기아 레이 1.0 가솔린 시그니처,291오8634,1690,2023,202305,흰색,44066
[제네시스] 신형 G90 3.5 터보 AWD 기본형,130어8115,7350,2023,202302,회색,45501
[기아] 더 뉴K8 하이브리드 HEV 노블레스,252머3316,4380,2025,202505,미색,13510
[기아] 신형 카니발(KA4) 9인승 디젤 프레스티지,310더9540,3020,2022,202202,흰색,63485
[기아] 올 뉴카니발 9인승 디젤 프레스티지,48구3248,1400,2018,201707,미색,119648
[KG모빌리티(쌍용)] 티볼리 에어 가솔린 2WD RX,01무8632,1090,2018,201711,흰색,108855
[기아] 더 뉴쏘렌토 디젤 R2.0 2WD 노블레스 스페셜,21러3932,2300,2019,201811,미색,69144
[기아] 신형 K5 하이브리드(DL3) 2.0 HEV 노블레스,194보1480,2730,2023,202310,검정,20401
[제네시스] GV70 2.5T AWD 기본형,108버5417,3600,2021,202111,빨강(주홍),98536
[기아] 더 뉴스포티지R 디젤 R2.0 2WD 에이스,27나0322,890,2016,201508,흰색,155373
[현대] 캐스퍼 가솔린 1.0 모던,209오2494,1350,2023,202209,흰색,65961
[현대] 베뉴 1.6 가솔린 모던,194보1402,1260,2021,202101,빨강(주홍),93600
[쉐보레(대우)] 트레일블레이저 1.35 가솔린 RS,162러4508,1830,2021,202002,빨강(주홍),73056
[현대] 싼타페 더 프라임 디젤 R2.0 2WD 스마트,37모6519,1090,2017,201612,흰색,88250
[기아] 디 올뉴스포티지 2.0 LPG 2WD 시그니처 그래비티,232무5452,3400,2024,202310,미색,35636
[현대] 아이오닉 5 EV AWD 롱레인지 프레스티지,45모2836,2850,2022,202112,검정,177886
[현대] 아이오닉 5 EV AWD 롱레인지 익스클루시브,45모2654,2590,2022,202112,회색,169750
[현대] 신형 싼타페 R2.0 4WD 익스클루시브,08다1576,1570,2019,201804,흰색,211703
[르노(삼성)] QM6 2.0 dCi 2WD RE 플러스,04로1605,870,2017,201708,회색,161612
[현대] 포터II 하이내장탑차 슈퍼캡,880어3385,1750,2023,202312,흰색,86158
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,228조1900,2850,2021,202101,,
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,116노3525,1390,2019,201812,,
[쉐보레(대우)] 더 뉴말리부 2.0 가솔린 레드라인,272무3790,1990,2021,202108,검정,52602
[현대] 더 뉴팰리세이드 3.8 가솔린 2WD 프레스티지,198구8071,3250,2023,202212,흰색,67433
[기아] 신형 스포티지 1.7 2WD 노블레스,24가7025,899,2017,201702,청색,173021
[제네시스] 신형 GV70 2.5T 2WD 기본형,227보6113,5299,2025,202502,흰색,6097
[현대] 디 올뉴그랜저 하이브리드 1.6 하이브리드 익스클루시브,361로9641,3390,2023,202302,검정,108705
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,273도1443,2490,2021,202104,미색,153464
[기아] EV6 롱 레인지 2WD 에어,64저4084,3680,2023,202305,회색,34872
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,210너8845,2850,2023,202302,미색,78873
[현대] 스타리아 3.5 LPG 라운지 9인승 프레스티지,210너8811,2850,2024,202309,검정,85096
[현대] 아반떼(CN7) 1.6 가솔린 모던,134두5695,1370,2021,202006,흰색,60831
[현대] 더 뉴싼타페 가솔린 2.5 2WD 프레스티지,161보8369,2480,2021,202012,검정,77596
[현대] 디 올뉴그랜저 하이브리드 1.6 하이브리드 익스클루시브,210너8899,3300,2023,202305,회색,82112
[기아] 올 뉴K7 하이브리드 노블레스,37저2418,870,2017,201701,미색,252223
[현대] 포터II CRDi 더블캡 초장축 모던,83구5285,1150,2018,201712,청색,110000
[현대] LF쏘나타 뉴라이즈 2.0 CVVL 모던,10라9324,990,2018,201704,회색,179000
[기아] 더 뉴 K3 1.6 가솔린 노블레스,174소4985,1890,2022,202106,회색,79450
[현대] 더 올뉴투싼 1.6 터보 AWD 인스퍼레이션,277가1637,2900,2023,202305,회색,10530
[현대] 베뉴 1.6 가솔린 모던,271가9773,1290,2019,201909,회색,121642
[현대] 디 올뉴코나 1.6 가솔린 터보 4WD 인스퍼레이션,184버7482,3360,2026,202511,흰색,2131
[현대] 신형 싼타페 R2.0 4WD 익스클루시브 스페셜,14라2696,1670,2019,201807,회색,184500
[제네시스] GV70 2.5T AWD 기본형,225어6146,4299,2023,202301,흰색,17683
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,225어6193,3899,2021,202105,회색,61322
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,361로9674,1800,2020,201911,회색,95783
[제네시스] GV80 3.0 디젤 AWD 기본형,361로9640,4150,2021,202103,검정,116932
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,100두4766,3610,2023,202301,미색,33398
[KG모빌리티(쌍용)] 토레스 1.5 GDI-T 2WD T5,273수6390,1750,2023,202207,흰색,124886
[기아] 셀토스 1.6 가솔린 2WD 노블레스,08라2722,1620,2020,201908,미색,111643
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,273수6350,1290,2022,202204,흰색,111496
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,36나0147,520,2017,201611,미색,61951
[기아] 뉴 신형K5 2.0 가솔린 프레스티지,62루3750,1450,2019,201805,회색,118384
[현대] 더 올뉴투싼 1.6 터보 2WD 프리미엄,182루1055,2550,2023,202311,회색,19809
[기아] 더 뉴모하비 디젤 4WD 프레지던트,18소0383,1690,2017,201604,검정,121010
[현대] 아이오닉 5 EV 2WD 롱레인지 프레스티지,64저4094,2920,2022,202204,검정,92504
[현대] 그랜저IG 2.2 디젤 프리미엄,165마2573,1350,2018,201712,회색,125469
[기아] 더 뉴기아 레이 1.0 가솔린 프레스티지,161서2718,1490,2024,202401,"파랑(남색,곤색)",9908
[현대] 그랜드스타렉스 12인승 디젤 모던스페셜,71누9302,1390,2016,201602,회색,100587
[현대] 그랜저HG 디젤 HG 220 모던,57다4413,690,2015,201504,흰색,151215
[현대] 그랜저HG HG 240 모던,03버2406,670,2015,201409,검정,161170
