brand,model_name,trim_name,major_category,size_score,model_year,vehicle_age_years,color,mileage_km,price_manwon,price_manwon_log1p
kgm,렉스턴 스포츠,프레스티지,truck,55.487805,2021,5.58,회색,67157.0,1950,7.576097
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2022,4.17,회색,18377.0,2950,7.989899
kgm,G4 렉스턴,마제스티,suv,93.145743,2018,8.83,흰색,190593.0,1250,7.131699
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2021,5.17,흰색,50239.0,1070,6.976348
hyundai,그랜저HG 하이브리드,프리미엄,sedan,60.539846,2015,11.75,검정,196461.0,590,6.381816
kia,쏘렌토 4세대 하이브리드,시그니처,suv,68.326118,2021,4.92,회색,76980.0,3370,8.122965
kia,K7 프리미어,노블레스,sedan,78.534704,2020,6.33,"파랑(남색,곤색)",109028.0,2150,7.673688
renault,QM6,RE 시그니처,suv,57.792208,2023,3.75,회색,23431.0,2190,7.692113
kia,카니발 4세대,시그니처,van,92.896175,2021,4.75,검정,73459.0,3750,8.229778
hyundai,쏘나타 하이브리드 [DN8],인스퍼레이션,sedan,32.51928,2021,5.83,흰색,34972.0,2450,7.804251
hyundai,그랜드스타렉스,스마트,van,60.10929,2016,10.0,회색,208808.0,660,6.493754
kgm,뷰티풀 코란도,C5 프라임,suv,31.890332,2020,6.08,흰색,121465.0,1250,7.131699
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2020,6.17,흰색,73546.0,780,6.660575
hyundai,디 올 뉴 그랜저,고급형,sedan,84.511568,2025,1.33,흰색,79000.0,2599,7.863267
kia,더 뉴 쏘렌토 4세대 하이브리드,그래비티,suv,69.84127,2025,0.92,미색,16349.0,4980,8.513386
kia,올 뉴 쏘렌토,노블레스,suv,66.305916,2015,10.83,회색,152309.0,1250,7.131699
hyundai,제네시스,럭셔리,sedan,89.33162,2021,5.17,검정색,134936.0,3860,8.258681
kia,스포티지 4세대,노블레스 플러스,suv,41.269841,2018,8.5,미색,128658.0,1380,7.230563
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,8.17,흰색,63145.0,1260,7.13966
renault,QM6,RE 시그니처,suv,57.792208,2023,3.08,회색,58399.0,2120,7.659643
kia,올 뉴 카니발,럭셔리,van,71.038251,2015,11.67,미색,238136.0,630,6.447306
kia,올 뉴 카니발,노블레스,van,41.803279,2017,9.58,검정색,235229.0,780,6.660575
kia,더 뉴 모하비,프레지던트,suv,89.75469,2017,9.33,회색,123979.0,1720,7.450661
hyundai,더 뉴 팰리세이드,프레스티지,suv,95.526696,2023,3.08,흰색,18649.0,3870,8.261268
hyundai,제네시스,프레스티지,sedan,89.845758,2018,7.83,검정,176505.0,2150,7.673688
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2024,2.67,흰색,51462.0,4500,8.412055
hyundai,디 올 뉴 코나,프리미엄,suv,22.943723,2023,2.92,회색,43088.0,2500,7.824446
kia,더 뉴 니로,프레스티지,suv,13.131313,2021,5.17,미색,91456.0,1750,7.467942
renault,SM6,RE,sedan,48.071979,2019,7.92,검정색,150685.0,890,6.792344
hyundai,싼타페DM,익스클루시브,suv,59.307359,2020,6.33,회색,86775.0,2230,7.710205
chevrolet,리얼 뉴 콜로라도,Z71-X,truck,64.02439,2021,4.58,빨간색,94998.0,2190,7.692113
kia,쏘렌토 4세대,트렌디,suv,74.603175,2021,5.58,미색,76400.0,2540,7.840313
chevrolet,크루즈,LTZ 더 퍼펙트 블랙,sedan,17.802057,2016,9.92,검정색,100924.0,490,6.196444
hyundai,더 뉴 아반떼 [CN7],모던,sedan,13.174807,2024,2.67,흰색,22663.0,2190,7.692113
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,16344.0,2750,7.91972
chevrolet,말리부,LT 프리미엄팩,sedan,46.59383,2015,10.5,흰색,93404.0,600,6.398595
kia,디 올 뉴 니로,시그니처,suv,17.965368,2022,3.75,미색,46960.0,2930,7.983099
hyundai,캐스퍼,모던,suv,0.721501,2023,3.92,흰색,42899.0,1600,7.378384
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,"파랑(남색,곤색)",100345.0,3740,8.227108
chevrolet,올 뉴 말리부,LTZ,sedan,51.863753,2017,8.42,흰색,53041.0,1090,6.99485
kgm,티볼리,LX,suv,15.007215,2017,9.33,흰색,236541.0,870,6.769642
hyundai,엑센트 (신형),모던,sedan,1.478149,2016,10.08,회색,63817.0,680,6.523562
hyundai,디 올 뉴 코나,모던,suv,22.366522,2024,2.25,회색,31278.0,2480,7.816417
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2016,10.92,회색,103415.0,1430,7.266129
hyundai,팰리세이드,프레스티지,suv,90.11544,2022,3.83,회색,56000.0,3250,8.086718
hyundai,싼타페TM,익스클루시브,suv,70.707071,2020,6.75,회색,109634.0,2150,7.673688
kia,올 뉴 카니발,노블레스,van,41.803279,2016,10.08,검정,178492.0,1750,7.467942
kia,올 뉴 K7,프레스티지,sedan,75.064267,2016,9.83,검정색,173540.0,830,6.72263
hyundai,쏘나타 DN8,프리미엄,sedan,32.51928,2023,3.17,흰색,145691.0,1494,7.309881
kia,K3,프레스티지,sedan,5.462725,2021,5.67,"파랑(남색,곤색)",106884.0,1130,7.030857
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2026,0.33,회색,15432.0,4080,8.314097
kia,더 뉴 K7,프레스티지,sedan,73.650386,2016,10.42,미색,170000.0,650,6.47851
kgm,렉스턴 스포츠 칸,5링크 프로페셔널 X,truck,85.365854,2019,6.75,회색,94932.0,1700,7.438972
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.25,회색,65771.0,1380,7.230563
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.17,흰색,46593.0,1490,7.307202
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.92,미색,140900.0,520,6.25575
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.25,미색,98937.0,2690,7.897668
kia,더 뉴 레이,시그니처,van,3.005464,2022,4.25,흰색,33556.0,1560,7.353082
hyundai,올 뉴 아반떼 [CN7],인스퍼레이션,sedan,11.825193,2021,5.83,흰색,95271.0,1790,7.490529
hyundai,팰리세이드,프레스티지,suv,90.11544,2021,5.42,흰색,70560.0,3050,8.023225
kia,모하비 더 마스터,마스터즈 그래비티,suv,89.177489,2021,4.25,검정,62545.0,3950,8.281724
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.0,검정색,43712.0,4690,8.453401
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.33,흰색,84528.0,2200,7.696667
hyundai,그랜저IG 하이브리드,익스클루시브 스페셜,sedan,64.010283,2018,8.0,회색,108616.0,1880,7.539559
kia,K5,노블레스,sedan,27.377892,2019,8.08,검정,50249.0,1790,7.490529
kia,K3,프레스티지,sedan,5.462725,2021,4.83,미색,86980.0,1190,7.082549
kia,더 뉴 레이,프레스티지 베스트셀렉션,van,3.005464,2022,3.83,검정,31339.0,1490,7.307202
hyundai,디 올 뉴 그랜저 하이브리드,프리미엄,sedan,63.303342,2023,3.08,검정,85454.0,3200,8.071219
hyundai,더 뉴 코나 하이브리드,모던,suv,5.627706,2021,4.58,흰색,150064.0,1300,7.170888
kia,K7 프리미어,노블레스,sedan,78.534704,2020,6.0,검정,108976.0,1850,7.523481
hyundai,더 뉴 아반떼AD,스타일,sedan,12.14653,2019,6.83,회색,37157.0,1250,7.131699
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2018,8.5,검정,127235.0,1790,7.490529
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2021,5.25,회색,18838.0,1790,7.490529
hyundai,스타리아,프레스티지 캠퍼 4인승,van,85.245902,2023,3.17,흰색,74927.0,4890,8.495152
hyundai,올 뉴 투싼,모던,suv,37.950938,2020,6.0,흰색,57893.0,1870,7.534228
hyundai,스타리아,9인승,van,75.956284,2023,3.08,흰색,44100.0,3260,8.089789
kia,더 뉴 봉고3,초장축 GLS,truck,23.780488,2023,3.17,흰색,100370.0,1630,7.396949
kia,모닝 어반,프레스티지,hatchback,22.797927,2021,5.75,검정색,35551.0,1280,7.155396
kia,올 뉴 카니발,노블레스,van,41.803279,2017,8.92,검정색,166526.0,1180,7.074117
hyundai,싼타페DM,익스클루시브,suv,59.307359,2015,12.0,베이지,238937.0,790,6.673298
kia,더 뉴 K7,프레스티지,sedan,73.650386,2015,11.0,진회색,130000.0,950,6.857514
hyundai,LF쏘나타 하이브리드,프리미엄,sedan,57.647815,2019,7.75,흰색,110000.0,1550,7.346655
kia,더 뉴 카렌스,디럭스,van,10.655738,2018,8.58,회색,193842.0,680,6.523562
kia,올 뉴 K3,럭셔리,sedan,14.203085,2019,6.83,미색,71369.0,1250,7.131699
kia,스팅어 마이스터,GT 아크로 에디션,sedan,23.77892,2023,3.42,미색,30539.0,4550,8.423102
chevrolet,이쿼녹스,프리미어 익스클루시브,suv,46.681097,2018,7.5,검정,180000.0,890,6.792344
kia,올 뉴 K7,리미티드,sedan,72.686375,2018,7.75,미색,95840.0,1530,7.333676
hyundai,코나,아이언맨 에디션,suv,7.792208,2019,7.08,회색,60735.0,1790,7.490529
hyundai,스타리아,9인승,van,75.956284,2023,3.08,흰색,20694.0,3490,8.157944
hyundai,LF쏘나타 하이브리드,프리미엄,sedan,57.647815,2018,8.0,흰색,136698.0,1360,7.215975
renault,SM6,RE,sedan,48.071979,2016,9.33,회색,75689.0,890,6.792344
kia,K8,시그니처,sedan,73.200514,2022,4.17,검정색,37002.0,3050,8.023225
kia,카니발 4세대,시그니처,van,92.896175,2023,3.92,검정,52318.0,3490,8.157944
kia,쏘울,,suv,7.936508,2016,9.5,흰색,112689.0,890,6.792344
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,2.75,회색,17012.0,3150,8.055475
renault,SM6,LE,sedan,43.573265,2016,9.33,검정,181805.0,600,6.398595
kgm,토레스,블랙 에디션,suv,62.698413,2024,2.33,초록(연두),28307.0,2550,7.844241
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.0,흰색,65258.0,1550,7.346655
kia,K5,프레스티지,sedan,27.377892,2021,4.83,검정,61384.0,2159,7.677864
kia,스포티지 4세대,노블레스 플러스,suv,41.269841,2018,8.83,미색,73115.0,1500,7.313887
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,11.17,흰색,46707.0,800,6.685861
kgm,티볼리 에어,IX,suv,27.849928,2017,9.42,흰색,142561.0,650,6.47851
hyundai,캐스퍼,모던,suv,0.721501,2022,4.42,흰색,44844.0,1550,7.346655
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2021,5.25,검정,141151.0,1300,7.170888
kgm,더 뉴 렉스턴 스포츠 칸,익스페디션,truck,85.365854,2024,2.17,회색,113325.0,2760,7.923348
hyundai,올 뉴 아반떼 하이브리드 [CN7],스마트,sedan,11.182519,2021,5.42,흰색,85354.0,1620,7.390799
hyundai,LF쏘나타,스마트,sedan,56.041131,2015,11.75,회색,250374.0,400,5.993961
kia,올 뉴 쏘렌토,프레스티지,suv,66.305916,2017,8.75,회색,120030.0,1390,7.237778
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.17,검정,26908.0,2940,7.986505
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,2.58,검정,78062.0,7100,8.867991
kgm,더 뉴 렉스턴 스포츠 칸,노블레스,truck,85.365854,2022,4.0,검정,46022.0,2850,7.955425
kia,더 뉴 레이,프레스티지,van,3.005464,2022,4.33,흰색,100686.0,770,6.647688
kgm,더 뉴 렉스턴 스포츠 칸,프레스티지,truck,85.365854,2021,4.75,카키색,48926.0,2470,7.812378
kia,카니발 4세대,노블레스,van,69.398907,2021,4.83,미색,50653.0,3090,8.03625
kia,디 올 뉴 스포티지,시그니처 그래비티,suv,57.503608,2022,4.33,미색,60151.0,2900,7.972811
kia,더 뉴 기아 레이,시그니처,hatchback,53.367876,2023,2.83,흰색,44066.0,1690,7.433075
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.08,회색,45501.0,7350,8.902592
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2025,0.83,미색,13510.0,4380,8.385032
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.08,흰색,63485.0,3020,8.013343
kia,올 뉴 카니발,프레스티지,van,71.038251,2018,8.67,미색,119648.0,1400,7.244942
kgm,티볼리 에어,RX,suv,27.849928,2018,8.33,흰색,108855.0,1090,6.99485
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2019,7.33,미색,69144.0,2300,7.741099
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.42,검정,20401.0,2730,7.912423
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.33,빨강(주홍),98536.0,3600,8.188967
kia,더 뉴 스포티지R,에이스,suv,39.53824,2016,10.58,흰색,155373.0,890,6.792344
hyundai,캐스퍼,모던,suv,0.721501,2023,3.5,흰색,65961.0,1350,7.2086
hyundai,베뉴,모던,suv,2.380952,2021,5.17,빨강(주홍),93600.0,1260,7.13966
chevrolet,트레일블레이저,RS,suv,29.076479,2021,6.08,빨강(주홍),73056.0,1830,7.512618
hyundai,싼타페 더 프라임,스마트,suv,58.658009,2017,9.25,흰색,88250.0,1090,6.99485
kia,디 올 뉴 스포티지,시그니처 그래비티,suv,57.503608,2024,2.42,미색,35636.0,3400,8.131825
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.92,흰색,211703.0,1570,7.359468
renault,QM6,RE 플러스,suv,52.525253,2017,8.58,회색,161612.0,870,6.769642
kia,카니발 4세대,노블레스,van,69.398907,2021,5.17,,,2850,7.955425
kia,더 뉴 카니발,프레스티지,van,55.191257,2019,7.25,,,1390,7.237778
chevrolet,더 뉴 말리부,레드라인,sedan,53.663239,2021,4.58,검정,52602.0,1990,7.596392
hyundai,더 뉴 팰리세이드,프레스티지,suv,95.526696,2023,3.25,흰색,67433.0,3250,8.086718
kia,스포티지 더 볼드,노블레스,suv,42.063492,2017,9.08,청색,173021.0,899,6.802395
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,1.08,흰색,6097.0,5299,8.575462
hyundai,디 올 뉴 그랜저 하이브리드,익스클루시브,sedan,63.303342,2023,3.08,검정,108705.0,3390,8.12888
kia,카니발 4세대,시그니처,van,92.896175,2021,4.92,미색,153464.0,2490,7.82044
kia,카니발 4세대,노블레스,van,69.398907,2023,3.08,미색,78873.0,2850,7.955425
hyundai,스타리아,프레스티지,van,75.956284,2024,2.5,검정,85096.0,2850,7.955425
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2021,5.75,흰색,60831.0,1370,7.223296
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,5.25,검정,77596.0,2480,7.816417
hyundai,디 올 뉴 그랜저 하이브리드,익스클루시브,sedan,63.303342,2023,2.83,회색,82112.0,3300,8.101981
kia,올 뉴 K7 하이브리드,노블레스,sedan,72.686375,2017,9.17,미색,252223.0,870,6.769642
hyundai,LF쏘나타,모던,sedan,57.647815,2018,8.92,회색,179000.0,990,6.898715
kia,더 뉴 K3,노블레스,sedan,6.683805,2022,4.75,회색,79450.0,1890,7.544861
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,2.83,회색,10530.0,2900,7.972811
hyundai,베뉴,모던,suv,2.380952,2019,6.5,회색,121642.0,1290,7.163172
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2026,0.33,흰색,2131.0,3360,8.119994
hyundai,싼타페DM,익스클루시브 스페셜,suv,59.307359,2019,7.67,회색,184500.0,1670,7.421178
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.17,흰색,17683.0,4299,8.36637
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.83,회색,61322.0,3899,8.268732
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.33,회색,95783.0,1800,7.496097
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2021,5.0,검정,116932.0,4150,8.331105
kia,카니발 4세대,노블레스,van,69.398907,2023,3.17,미색,33398.0,3610,8.19174
kgm,토레스,T5,suv,62.265512,2023,3.67,흰색,124886.0,1750,7.467942
kia,셀토스,노블레스,suv,25.252525,2020,6.58,미색,111643.0,1620,7.390799
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,3.92,흰색,111496.0,1290,7.163172
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.33,미색,61951.0,520,6.25575
kia,K5,프레스티지,sedan,27.377892,2019,7.83,회색,118384.0,1450,7.280008
hyundai,더 뉴 투싼,프리미엄,suv,51.803752,2023,2.33,회색,19809.0,2550,7.844241
kia,더 뉴 모하비,프레지던트,suv,89.75469,2017,9.92,검정,121010.0,1690,7.433075
hyundai,그랜저IG,프리미엄,sedan,64.010283,2018,8.25,회색,125469.0,1350,7.2086
kia,더 뉴 기아 레이,프레스티지,hatchback,53.367876,2024,2.17,"파랑(남색,곤색)",9908.0,1490,7.307202
hyundai,그랜저HG,모던,sedan,61.568123,2015,10.92,흰색,151215.0,690,6.53814
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.5,검정,161170.0,670,6.508769
kgm,더 뉴 렉스턴 스포츠 칸,와일드,truck,85.365854,2023,3.0,회색,86766.0,2140,7.669028
kgm,더 뉴 렉스턴 스포츠 칸,와일드,truck,85.365854,2022,3.5,회색,52442.0,2260,7.723562
kia,K8,플래티넘,sedan,75.835476,2022,4.42,검정,76471.0,2660,7.886457
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.33,회색,104866.0,1890,7.544861
renault,뉴 QM3,RE 파노라믹 에디션,suv,3.751804,2018,8.08,회색,133214.0,810,6.698268
kia,더 뉴 K3,트렌디,sedan,4.691517,2022,4.42,미색,24709.0,1490,7.307202
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.67,갈색(밤색),71720.0,1910,7.555382
kia,봉고3,탑,truck,47.560976,2020,6.0,흰색,66521.0,2050,7.626083
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,5.67,흰색,68254.0,2800,7.937732
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2018,8.17,검정색,130600.0,1950,7.576097
hyundai,더 뉴 팰리세이드,캘리그래피,suv,95.526696,2023,3.67,흰색,12000.0,4700,8.455531
hyundai,그랜드스타렉스,스마트,van,60.10929,2017,9.08,회색,100020.0,1250,7.131699
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2017,9.0,미색,49500.0,850,6.746412
kia,K8,시그니처,sedan,73.200514,2022,4.0,검정색,128174.0,2650,7.882692
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,1.33,흰색,5720.0,8990,9.103979
hyundai,디 올 뉴 투싼 하이브리드,인스퍼레이션,suv,45.310245,2021,5.33,흰색,78487.0,2800,7.937732
hyundai,캐스퍼,인스퍼레이션,suv,0.721501,2022,4.17,초록(연두),11254.0,1780,7.48493
hyundai,아반떼AD,모던 스페셜,sedan,8.033419,2016,10.17,흰색,118510.0,1060,6.966967
hyundai,더 뉴 그랜저,르블랑,sedan,80.141388,2022,3.92,검정,67676.0,2800,7.937732
renault,클리오,인텐스,hatchback,46.632124,2018,7.42,흰색,111331.0,790,6.673298
kgm,렉스턴 스포츠,어드벤처,truck,59.146341,2019,7.33,회색,161594.0,1190,7.082549
hyundai,그랜드스타렉스,CVX 디럭스,van,57.650273,2015,11.33,회색,267586.0,450,6.111467
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,39207.0,2690,7.897668
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,30727.0,2750,7.91972
kia,카니발 4세대,시그니처,van,92.896175,2021,5.42,미색,95267.0,3300,8.101981
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,36965.0,2750,7.91972
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.25,검정,103044.0,3400,8.131825
kia,카니발 4세대,프레스티지,van,44.808743,2023,3.25,미색,95951.0,2550,7.844241
hyundai,스타리아,모던,van,75.956284,2022,4.17,회색,99232.0,2200,7.696667
kia,셀토스,프레스티지,suv,21.933622,2020,6.08,회색,64810.0,1620,7.390799
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.58,검정,124340.0,2320,7.749753
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.42,검정,37010.0,4450,8.400884
hyundai,팰리세이드,익스클루시브,suv,90.11544,2019,7.08,"파랑(남색,곤색)",68203.0,2790,7.934155
kgm,G4 렉스턴,프라임,suv,93.145743,2018,8.83,흰색,169337.0,1290,7.163172
hyundai,더 뉴 투싼,모던,suv,51.803752,2021,5.0,흰색,116602.0,1870,7.534228
hyundai,더 뉴 그랜저,고급형,sedan,80.912596,2022,4.0,회색,201982.0,1480,7.300473
kia,올 뉴 카니발,VIP,van,41.803279,2017,9.17,미색,157533.0,1290,7.163172
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.17,검정,103551.0,2440,7.800163
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,검정,125843.0,3350,8.117014
hyundai,쏘나타 DN8,프리미엄 플러스,sedan,32.51928,2022,4.0,검정,74919.0,2090,7.645398
kia,디 올 뉴 니로,트렌디,suv,17.965368,2023,3.25,"파랑(남색,곤색)",123083.0,1790,7.490529
renault,QM3,RE,suv,3.751804,2015,10.75,"파랑(남색,곤색)",121078.0,630,6.447306
kia,더 뉴 K5,노블레스,sedan,28.984576,2019,6.83,회색,61447.0,1590,7.372118
hyundai,그랜저IG 하이브리드,익스클루시브,sedan,64.010283,2022,4.25,검정색,87621.0,2470,7.812378
hyundai,그랜드스타렉스,CVX 디럭스,van,57.650273,2016,10.92,회색,160246.0,920,6.82546
hyundai,싼타페 더 프라임,프리미엄,suv,60.02886,2016,10.67,은색,100564.0,1390,7.237778
hyundai,벨로스터,D 스펙 DCT,hatchback,71.502591,2016,10.67,회색,108743.0,700,6.552508
kia,더 뉴 K8,시그니처,sedan,79.820051,2025,1.42,검정,45950.0,3830,8.250881
kia,봉고3,더블캡,truck,26.829268,2019,6.67,흰색,4400.0,1680,7.427144
chevrolet,트래버스,레드라인,suv,99.422799,2021,4.92,검정,99643.0,1990,7.596392
kia,카니발 4세대,노블레스,van,69.398907,2023,3.17,검정,100565.0,2880,7.965893
kia,더 뉴 레이,시그니처,van,3.005464,2021,5.0,검정,31740.0,1490,7.307202
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2017,9.17,검정,96268.0,1639,7.402452
hyundai,팰리세이드,프레스티지,suv,90.11544,2020,6.33,흰색,128560.0,2850,7.955425
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2020,5.75,흰색,72651.0,2350,7.762596
kia,레이,,hatchback,53.367876,2021,5.0,검정,74427.0,899,6.802395
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2024,1.67,검정,38472.0,1350,7.2086
kia,더 뉴 레이,프레스티지 스페셜,van,3.005464,2022,3.67,검정,91709.0,899,6.802395
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2024,1.67,검정,32660.0,1350,7.2086
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2024,1.67,검정,33795.0,1350,7.2086
kia,카니발 4세대,프레스티지,van,44.808743,2023,3.58,흰색,85468.0,2450,7.804251
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.25,검정색,96514.0,1770,7.4793
hyundai,싼타페TM,인스퍼레이션,suv,70.707071,2020,6.83,흰색,93191.0,2450,7.804251
hyundai,캐스퍼,디 에센셜,suv,0.721501,2024,2.0,흰색,27672.0,1630,7.396949
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.33,회색,130889.0,800,6.685861
kia,카니발 4세대,시그니처,van,92.896175,2022,4.17,미색,62177.0,3850,8.256088
hyundai,아반떼MD,M16 스마트,sedan,2.377892,2016,10.5,흰색,123716.0,630,6.447306
kia,더 뉴 카니발,노블레스 스페셜,van,66.393443,2019,7.0,흰색,84982.0,2720,7.908755
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.92,흰색,95046.0,650,6.47851
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.5,회색,39962.0,3860,8.258681
kia,올 뉴 쏘렌토,노블레스 스페셜,suv,68.686869,2016,9.83,검정,165705.0,1180,7.074117
kgm,렉스턴 스포츠 칸,5링크 프레스티지 스페셜,truck,85.365854,2021,5.5,회색,70517.0,1820,7.507141
kia,올 뉴 카렌스,럭셔리,van,8.743169,2016,10.0,회색,179672.0,690,6.53814
hyundai,엑센트 (신형),모던,sedan,1.478149,2016,10.42,회색,102839.0,490,6.196444
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2020,6.17,미색,79407.0,1750,7.467942
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2019,7.08,흰색,70274.0,950,6.857514
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,3.42,"파랑(남색,곤색)",25895.0,3050,8.023225
kia,셀토스,시그니처,suv,25.036075,2022,5.17,미색,99018.0,1650,7.409136
kia,더 뉴 카니발,럭셔리,van,54.098361,2018,7.42,미색,69844.0,1580,7.365813
chevrolet,올 뉴 말리부,LT 디럭스,sedan,51.863753,2017,8.92,검정,170912.0,590,6.381816
kia,모하비 더 마스터,마스터즈 그래비티,suv,89.177489,2022,3.58,검정,44090.0,4600,8.434029
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2019,6.75,흰색,167213.0,1400,7.244942
hyundai,싼타페TM,프레스티지,suv,70.707071,2019,7.17,회색,82887.0,2350,7.762596
kia,더 뉴 모하비,프레지던트,suv,89.75469,2018,8.17,검정,178679.0,1450,7.280008
renault,SM7 노바,LE,sedan,82.77635,2015,11.42,회색,148928.0,450,6.111467
hyundai,그랜저IG 하이브리드,프리미엄,sedan,64.010283,2022,4.25,검정,138000.0,1990,7.596392
kia,올 뉴 카니발,노블레스 스페셜,van,41.803279,2018,8.75,미색,134596.0,1480,7.300473
hyundai,스타리아,11인승,van,85.245902,2022,4.33,회색,56260.0,2200,7.696667
hyundai,디 올 뉴 그랜저 하이브리드,캘리그래피,sedan,63.303342,2023,2.33,회색,24572.0,4150,8.331105
hyundai,그랜저IG,익스클루시브 스페셜,sedan,72.043702,2017,9.08,쥐색,141178.0,1550,7.346655
kia,더 뉴 K5 3세대,시그니처,sedan,34.640103,2024,2.25,미색,6459.0,3400,8.131825
kia,올 뉴 K7 하이브리드,노블레스 스페셜,sedan,72.686375,2018,7.58,검정색,79361.0,1720,7.450661
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2019,7.58,검정,119000.0,1690,7.433075
kia,K8 하이브리드,시그니처,sedan,62.724936,2022,4.67,회색,66942.0,3150,8.055475
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2024,2.0,미색,25752.0,4750,8.46611
kia,더 뉴 K5 3세대,시그니처,sedan,34.640103,2024,2.33,미색,15515.0,3190,8.06809
hyundai,디 올 뉴 그랜저,익스클루시브,sedan,84.511568,2023,3.17,갈색(밤색),46192.0,3190,8.06809
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.25,미색,95849.0,2650,7.882692
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2018,8.83,검정,103829.0,1630,7.396949
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,10.67,미색,34384.0,730,6.594413
hyundai,더 뉴 그랜드스타렉스,익스클루시브,van,89.071038,2019,7.67,흰색,61682.0,2790,7.934155
