brand,model_name,trim_name,major_category,size_score,model_year,vehicle_age_years,color,mileage_km,price_manwon,price_manwon_log1p
kia,더 뉴 기아 레이,시그니처,hatchback,53.367876,2023,2.92,미색,38226.0,1630,7.396949
kia,더 뉴 레이,프레스티지,van,3.005464,2021,5.42,흰색,42400.0,1240,7.123673
chevrolet,올 뉴 말리부,LTZ 프리미엄 세이프티,sedan,51.863753,2017,9.5,흰색,93772.0,1030,6.938284
kgm,렉스턴 스포츠 칸,5링크 다이나믹 에디션,truck,85.365854,2021,5.58,검정색,102952.0,1899,7.549609
hyundai,그랜저HG,모던,sedan,61.568123,2016,10.5,회색,143684.0,799,6.684612
hyundai,싼타페DM,익스클루시브,suv,59.307359,2015,11.33,흰색,160816.0,970,6.878326
hyundai,더 뉴 그랜드스타렉스,4WD,van,60.10929,2019,6.58,청색,101965.0,2050,7.626083
kia,올 뉴 카니발,5인승,van,41.803279,2018,8.08,청색,48706.0,650,6.47851
hyundai,그랜저IG,프리미엄 스페셜,sedan,64.010283,2018,8.83,회색,63669.0,1799,7.495542
kia,올 뉴 쏘렌토,노블레스,suv,66.305916,2017,9.17,회색,155071.0,1399,7.244228
renault,SM6,RE,sedan,48.071979,2016,9.75,흰색,117472.0,830,6.72263
renault,뉴 QM3,RE 시그니처,suv,3.751804,2019,6.83,흰색,99141.0,920,6.82546
kgm,뉴 스타일 코란도 C,RX 최고급형,suv,44.372294,2017,9.17,흰색,135972.0,750,6.621406
kia,올 뉴 K7,프레스티지,sedan,75.064267,2016,10.0,검정색,100903.0,1280,7.155396
hyundai,코나,모던 초이스,suv,5.339105,2020,6.25,흰색,46942.0,1550,7.346655
renault,SM6,LE,sedan,43.573265,2019,6.67,검정,85642.0,1050,6.957497
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,2.5,흰색,21554.0,6300,8.748464
hyundai,그랜저IG,프리미엄 스페셜,sedan,64.010283,2018,8.33,흰색,188635.0,1480,7.300473
hyundai,더 뉴 투싼,프리미엄,suv,51.803752,2022,4.08,회색,61620.0,2380,7.775276
kia,더 뉴 K7,기본형,sedan,65.29563,2021,5.17,"파랑(남색,곤색)",92992.0,2800,7.937732
kia,올 뉴 모닝 [JA],고급형,hatchback,22.797927,2018,7.42,흰색,82638.0,550,6.311735
renault,SM3 네오,SE,sedan,20.694087,2018,7.83,흰색,117995.0,530,6.274762
kia,K5,트렌디,sedan,28.984576,2023,2.75,검정,48100.0,1850,7.523481
kia,더 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2025,1.5,미색,7213.0,1680,7.427144
kia,더 뉴 카니발,프레지던트,van,72.677596,2019,7.17,미색,63228.0,2190,7.692113
hyundai,싼타페 더 프라임,익스클루시브,suv,60.38961,2016,10.08,"파랑(남색,곤색)",129700.0,1250,7.131699
chevrolet,더 뉴 트랙스,LT 코어,suv,23.593074,2019,7.42,흰색,32833.0,1030,6.938284
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,흰색,62306.0,4200,8.343078
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,2.08,흰색,20602.0,6400,8.76421
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2024,2.17,흰색,51384.0,2650,7.882692
kgm,티볼리 에어,RX,suv,27.849928,2018,8.42,회색,119851.0,960,6.867974
hyundai,그랜저IG,프리미엄,sedan,64.010283,2019,7.58,흰색,96350.0,1590,7.372118
kia,더 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2024,2.33,미색,80109.0,1000,6.908755
kia,K5,프레스티지,sedan,27.377892,2021,4.75,미색,40000.0,2330,7.754053
kgm,뷰티풀 코란도,C5 플러스,suv,32.395382,2022,3.92,회색,29150.0,1850,7.523481
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2021,4.75,초록(연두),48164.0,2390,7.779467
hyundai,제네시스 DH,모던,sedan,89.010283,2016,9.75,회색,43322.0,1590,7.372118
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,검정,129903.0,3400,8.131825
chevrolet,트래버스,RS,suv,99.422799,2021,4.5,흰색,25833.0,2850,7.955425
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,회색,121209.0,2990,8.003363
kia,올 뉴 카니발,럭셔리,van,71.038251,2018,8.58,회색,181385.0,830,6.72263
kia,디 올 뉴 스포티지 하이브리드,노블레스 그래비티,suv,52.886003,2024,1.5,검정,7382.0,3550,8.174985
hyundai,제네시스,프레스티지,sedan,89.845758,2021,5.0,검정,82598.0,4450,8.400884
kia,더 뉴 K7,프레스티지,sedan,73.650386,2015,10.92,회색,88781.0,920,6.82546
kia,K5,노블레스,sedan,27.377892,2016,10.25,회색,60127.0,1200,7.09091
kia,더 뉴 쏘렌토 4세대,시그니처,suv,79.292929,2021,4.92,회색,18006.0,3450,8.146419
hyundai,제네시스 DH,프레스티지,sedan,90.231362,2015,12.0,쥐색,151233.0,1290,7.163172
hyundai,코나 하이브리드,모던 스페셜,suv,4.834055,2020,6.42,흰색,50479.0,1900,7.550135
kia,니로,프레스티지,suv,13.131313,2017,9.83,검정색,128253.0,1250,7.131699
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,3.58,검정,27683.0,1630,7.396949
kia,올 뉴 카니발,프레지던트,van,73.770492,2016,10.75,흰색,118180.0,1620,7.390799
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,10.42,미색,160938.0,570,6.347389
hyundai,아반떼AD,오리지널,sedan,7.390746,2018,7.92,흰색,95651.0,1150,7.048386
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.25,흰색,92110.0,4990,8.515392
kia,모닝 어반,,hatchback,22.797927,2021,5.0,흰색,13069.0,850,6.746412
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.5,흰색,53293.0,1390,7.237778
kia,디 올 뉴 니로,시그니처,suv,17.965368,2023,3.33,초록(연두),59551.0,2770,7.926964
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.08,흰색,137865.0,3180,8.064951
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.17,회색,69905.0,1470,7.293698
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2018,8.08,검정,41603.0,2400,7.783641
hyundai,LF쏘나타,스마트,sedan,56.041131,2015,10.92,흰색,174100.0,750,6.621406
hyundai,싼타페TM,프레스티지,suv,70.707071,2020,6.17,초록(연두),74729.0,2370,7.771067
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2017,9.33,회색,136036.0,450,6.111467
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2022,3.5,흰색,69041.0,5690,8.646641
kgm,렉스턴 스포츠,프레스티지 스페셜,truck,51.219512,2020,5.83,검정,184254.0,1390,7.237778
kgm,렉스턴 스포츠,프레스티지,truck,55.487805,2019,7.17,검정,195955.0,1260,7.13966
kgm,렉스턴 스포츠,노블레스,truck,55.487805,2018,8.0,회색,108726.0,1750,7.467942
hyundai,더 뉴 투싼,프리미엄,suv,51.803752,2022,3.67,회색,41568.0,2490,7.82044
hyundai,베뉴,모던,suv,2.380952,2020,6.5,회색,85997.0,1290,7.163172
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,3.17,검정,122629.0,2050,7.626083
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.92,검정,108463.0,3200,8.071219
hyundai,더 뉴 아반떼 [CN7],모던,sedan,13.174807,2024,2.92,흰색,61437.0,1950,7.576097
kia,모하비 더 마스터,마스터즈,suv,89.177489,2021,5.17,검정색,78394.0,3490,8.157944
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2020,5.5,남색,146133.0,3690,8.213653
hyundai,제네시스 DH,모던,sedan,89.010283,2016,10.5,검정색,178368.0,970,6.878326
hyundai,캐스퍼,디 에센셜,suv,0.721501,2024,1.83,흰색,20279.0,1590,7.372118
kia,더 뉴 K3,트렌디,sedan,4.691517,2016,9.83,회색,28983.0,999,6.907755
kia,레이,,hatchback,53.367876,2018,7.17,흰색,83501.0,700,6.552508
chevrolet,올란도,LT 세이프티,van,20.491803,2015,10.83,회색,143800.0,580,6.364751
hyundai,그랜저IG 하이브리드,익스클루시브 스페셜,sedan,64.010283,2019,7.17,흰색,120357.0,1690,7.433075
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2022,4.25,흰색,112344.0,3130,8.049108
hyundai,쏘나타 하이브리드 [DN8],프리미엄 플러스,sedan,32.51928,2022,4.0,흰색,151060.0,1680,7.427144
hyundai,더 뉴 코나,모던,suv,7.503608,2021,5.0,흰색,99520.0,1750,7.467942
kia,셀토스,프레스티지,suv,21.933622,2020,6.58,검정,88454.0,1670,7.421178
hyundai,아반떼AD,모던,sedan,6.233933,2016,10.17,흰색,95242.0,1040,6.947937
hyundai,베뉴,모던 플러스,suv,2.380952,2022,4.42,"파랑(남색,곤색)",32638.0,2120,7.659643
kia,K8,플래티넘,sedan,75.835476,2022,4.17,검정,62397.0,3150,8.055475
hyundai,쏘나타 DN8,인스퍼레이션,sedan,32.51928,2020,6.58,검정,82712.0,2050,7.626083
chevrolet,트레일블레이저,RS,suv,29.076479,2021,6.0,회색,61686.0,1890,7.544861
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,2.75,회색,27255.0,3100,8.03948
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2022,3.58,검정,129878.0,3700,8.216358
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,"파랑(남색,곤색)",92635.0,3750,8.229778
renault,클리오,인텐스,hatchback,46.632124,2018,7.42,흰색,121991.0,740,6.608001
kgm,뉴 코란도 C,RX 고급형,suv,43.506494,2016,10.42,흰색,111667.0,650,6.47851
kgm,티볼리 아머,VX,suv,15.800866,2018,7.75,"파랑(남색,곤색)",73017.0,1070,6.976348
renault,SM6,SE,sedan,48.071979,2019,7.33,회색,120339.0,740,6.608001
hyundai,아반떼MD,M16 스마트,sedan,2.377892,2015,11.5,회색,137155.0,500,6.216606
hyundai,더 뉴 그랜드스타렉스,2WD,van,60.10929,2022,4.17,흰색,62460.0,2650,7.882692
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,5.25,흰색,39800.0,3150,8.055475
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,11.17,회색,131837.0,580,6.364751
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.17,회색,65400.0,3900,8.268988
kgm,렉스턴 스포츠,다이내믹 에디션,truck,59.146341,2021,5.5,흰색,61462.0,1990,7.596392
hyundai,코나,모던 팝,suv,6.709957,2018,7.75,흰색,47000.0,1740,7.462215
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2016,10.42,검정,141067.0,490,6.196444
kia,더 뉴 쏘렌토 4세대 하이브리드,시그니처,suv,69.84127,2024,1.92,검정,74495.0,4150,8.331105
kia,카니발 4세대,시그니처,van,92.896175,2021,5.42,미색,108702.0,2870,7.962416
hyundai,올 뉴 아반떼 하이브리드 [CN7],모던,sedan,11.182519,2023,3.5,흰색,117832.0,1590,7.372118
kia,스팅어,플래티넘,sedan,19.40874,2018,7.83,"파랑(남색,곤색)",96163.0,1899,7.549609
hyundai,쏘나타 하이브리드 [DN8],프리미엄 플러스,sedan,32.51928,2022,4.25,회색,101970.0,1870,7.534228
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2019,7.0,미색,101213.0,1750,7.467942
hyundai,올 뉴 아반떼 [CN7],인스퍼레이션,sedan,11.825193,2021,5.75,흰색,26882.0,1990,7.596392
kia,쏘렌토 4세대,프레스티지,suv,75.901876,2022,4.33,흰색,83820.0,2490,7.82044
kgm,티볼리 아머,기어 플러스,suv,14.213564,2018,7.25,흰색,58151.0,1190,7.082549
hyundai,스타리아,9인승,van,75.956284,2022,4.58,회색,146830.0,2390,7.779467
kia,더 뉴 K5,디럭스,sedan,28.984576,2015,11.33,검정,178000.0,650,6.47851
renault,SM5 노바,RE,sedan,67.159383,2015,11.08,회색,58765.0,700,6.552508
kia,스팅어 마이스터,마스터즈,sedan,20.051414,2021,5.17,미색,143114.0,1950,7.576097
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.75,흰색,42450.0,5540,8.61993
kia,카니발 4세대,시그니처,van,92.896175,2021,4.92,검정,106856.0,2950,7.989899
kia,더 뉴 카니발,노블레스 스페셜,van,66.393443,2019,7.83,검정,194353.0,1290,7.163172
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,4.42,흰색,41945.0,2700,7.901377
chevrolet,더 뉴 트랙스,프리미어,suv,23.593074,2018,8.75,흰색,156254.0,690,6.53814
hyundai,그랜저IG,프리미엄 스페셜,sedan,64.010283,2019,7.67,검정,225711.0,1130,7.030857
kgm,더 뉴 렉스턴 스포츠 칸,노블레스,truck,85.365854,2024,1.83,미색,49864.0,3150,8.055475
kia,올 뉴 쏘렌토,럭셔리,suv,65.873016,2016,10.0,회색,191051.0,840,6.734592
kia,카니발 4세대,시그니처,van,92.896175,2023,2.92,미색,71845.0,3190,8.06809
hyundai,스타리아,11인승,van,85.245902,2024,2.0,흰색,63516.0,2750,7.91972
kia,더 뉴 K3 [2세대],시그니처,sedan,10.539846,2022,3.83,회색,52325.0,2200,7.696667
kia,K5,프레스티지,sedan,27.377892,2019,7.0,미색,130130.0,1190,7.082549
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2026,0.92,검정,22489.0,6280,8.745284
hyundai,벨로스터 N,퍼포먼스팩,hatchback,73.056995,2021,5.17,검정,55821.0,1950,7.576097
kia,카니발 4세대,시그니처,van,92.896175,2023,3.0,미색,44199.0,3450,8.146419
hyundai,그랜드스타렉스,CVX 럭셔리,van,56.010929,2016,10.75,회색,81097.0,1180,7.074117
kgm,렉스턴 스포츠,어드벤처,truck,59.146341,2018,8.08,흰색,78817.0,1600,7.378384
hyundai,디 올 뉴 코나 하이브리드,인스퍼레이션,suv,24.603175,2024,2.33,흰색,17418.0,3460,8.149313
hyundai,스타리아,모던,van,75.956284,2023,3.0,회색,50038.0,2850,7.955425
renault,SM6,RE,sedan,48.071979,2016,9.83,흰색,55776.0,1250,7.131699
kia,더 뉴 K5,프레스티지,sedan,28.984576,2019,7.5,흰색,75159.0,1470,7.293698
kia,더 뉴 쏘렌토 4세대,시그니처,suv,79.292929,2026,0.42,미색,12156.0,4350,8.378161
hyundai,더 뉴 캐스퍼,디 에센셜,suv,0.721501,2026,0.25,흰색,342.0,2180,7.687539
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2017,9.33,흰색,139977.0,890,6.792344
kia,올 뉴 카니발,프레스티지,van,71.038251,2015,11.08,흰색,177195.0,1150,7.048386
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2017,8.83,빨간색,117690.0,850,6.746412
renault,QM6,RE,suv,57.792208,2024,2.67,흰색,67730.0,2000,7.601402
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2016,10.75,회색,173679.0,1200,7.09091
hyundai,더 뉴 그랜저 하이브리드,캘리그래피,sedan,76.928021,2021,5.25,흰색,102013.0,2999,8.006368
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2019,7.0,검정,49470.0,1020,6.928538
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,3.17,흰색,56233.0,2490,7.82044
kia,올 뉴 K7,럭셔리,sedan,77.634961,2018,7.42,회색,141853.0,1290,7.163172
kia,카니발 4세대,시그니처,van,92.896175,2023,2.83,미색,13010.0,3690,8.213653
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2020,6.33,회색,74821.0,1850,7.523481
kia,K7 프리미어,노블레스,sedan,78.534704,2020,6.0,검정,100023.0,2150,7.673688
chevrolet,올란도,LTZ 프리미엄,van,20.491803,2017,9.17,흰색,69802.0,980,6.888572
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2024,2.25,검정,12793.0,2850,7.955425
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2017,8.5,미색,117675.0,730,6.594413
renault,QM3,RE,suv,3.751804,2016,10.33,미색,128288.0,540,6.293419
kia,올 뉴 카니발,프레지던트,van,73.770492,2018,8.67,회색,168359.0,1290,7.163172
hyundai,싼타페DM,익스클루시브 스페셜,suv,59.307359,2019,7.42,흰색,98765.0,2050,7.626083
kia,올 뉴 카렌스,트렌디,van,8.743169,2016,10.08,흰색,144305.0,870,6.769642
hyundai,스타리아,인스퍼레이션,van,75.956284,2022,4.33,회색,113685.0,3490,8.157944
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.75,회색,158131.0,960,6.867974
hyundai,올 뉴 아반떼 하이브리드 [CN7],모던,sedan,11.182519,2022,4.17,회색,118049.0,1460,7.286876
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2020,6.5,미색,26272.0,1110,7.013016
kia,카니발 4세대,노블레스,van,69.398907,2023,2.33,회색,108395.0,2850,7.955425
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,8.0,흰색,59543.0,1350,7.2086
kia,디 올 뉴 스포티지 하이브리드,시그니처,suv,47.763348,2022,3.67,회색,39912.0,3220,8.077447
hyundai,싼타페 더 프라임,익스클루시브,suv,60.38961,2016,10.5,흰색,128310.0,1290,7.163172
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,초록(연두),54781.0,4450,8.400884
kia,올 뉴 쏘렌토,노블레스 스페셜,suv,68.686869,2015,10.92,검정색,203010.0,950,6.857514
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.58,미색,124630.0,290,5.673323
kia,올 뉴 카니발,프레스티지,van,71.038251,2018,8.75,회색,115231.0,1350,7.2086
chevrolet,더 넥스트 스파크,에코 LTZ,hatchback,7.253886,2015,10.58,청색,26532.0,680,6.523562
hyundai,쏘나타 디 엣지 하이브리드,인스퍼레이션,sedan,41.709512,2025,0.58,회색,8683.0,3810,8.245647
kia,셀토스,프레스티지,suv,21.933622,2020,6.17,회색,92500.0,1850,7.523481
hyundai,올 뉴 투싼,프리미엄,suv,38.095238,2018,8.5,흰색,72661.0,1710,7.444833
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.83,흰색,56299.0,1490,7.307202
hyundai,싼타페DM,프리미엄,suv,59.307359,2019,7.58,흰색,62966.0,2120,7.659643
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,46980.0,2670,7.890208
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.83,미색,64551.0,690,6.53814
kia,디 올 뉴 스포티지 하이브리드,시그니처,suv,47.763348,2023,3.08,회색,62860.0,3299,8.101678
kia,올 뉴 카니발,노블레스,van,41.803279,2016,10.92,검정,139040.0,1150,7.048386
kia,올 뉴 카니발,노블레스,van,41.803279,2016,10.42,검정,190939.0,970,6.878326
hyundai,스타리아,11인승,van,85.245902,2024,2.17,회색,28959.0,2890,7.969358
renault,SM3 네오,RE,sedan,20.694087,2015,11.5,흰색,177627.0,330,5.802118
hyundai,코나,모던,suv,5.122655,2018,8.25,흰색,89000.0,1350,7.2086
kia,K3,트렌디,sedan,5.462725,2015,11.33,미색,124871.0,600,6.398595
hyundai,그랜드스타렉스,CVX 럭셔리,van,56.010929,2016,11.0,노랑,61891.0,1130,7.030857
kia,더 뉴 K3,트렌디,sedan,4.691517,2016,9.92,미색,134634.0,690,6.53814
hyundai,그랜저IG,프리미엄,sedan,64.010283,2017,9.25,검정,136487.0,1450,7.280008
kia,디 올 뉴 스포티지,시그니처,suv,53.391053,2022,4.25,"파랑(남색,곤색)",23285.0,2930,7.983099
kia,셀토스,시그니처,suv,25.036075,2021,5.17,미색,86899.0,2040,7.621195
kia,더 뉴 쏘렌토,프레스티지,suv,67.676768,2020,6.33,미색,24281.0,2350,7.762596
hyundai,벨로스터 N,퍼포먼스팩,hatchback,73.056995,2021,5.5,회색,137940.0,1690,7.433075
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2022,4.0,회색,181120.0,1790,7.490529
kia,K5,노블레스,sedan,27.377892,2020,6.75,미색,98396.0,1399,7.244228
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,2.75,회색,33076.0,2870,7.962416
kia,더 뉴 모하비,프레지던트,suv,89.75469,2019,6.58,미색,124012.0,2090,7.645398
kia,K5,프레스티지,sedan,27.377892,2022,4.17,검정,92419.0,1630,7.396949
kia,더 뉴 레이,럭셔리,van,3.005464,2020,6.0,쥐색,23414.0,880,6.781058
hyundai,올 뉴 투싼,모던,suv,37.950938,2017,9.75,흰색,95300.0,1350,7.2086
kia,쏘렌토 4세대 하이브리드,노블레스,suv,68.326118,2022,3.92,미색,80792.0,3360,8.119994
hyundai,싼타페 더 프라임,밸류 플러스,suv,60.17316,2017,8.67,회색,102896.0,1350,7.2086
hyundai,스타리아,특장업체,van,50.273224,2022,4.42,검정색,49000.0,3600,8.188967
renault,SM7 노바,,sedan,82.77635,2019,7.0,회색,142001.0,620,6.431331
hyundai,더 뉴 그랜저,고급형,sedan,80.912596,2023,3.67,흰색,180500.0,1650,7.409136
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2022,3.83,검정,34898.0,2490,7.82044
renault,마스터,S,van,89.89071,2020,6.33,회색,68792.0,2260,7.723562
kia,셀토스,노블레스,suv,25.252525,2020,6.42,흰색,45721.0,2250,7.71913
hyundai,코나,모던 테크,suv,6.709957,2018,7.42,회색,31807.0,1530,7.333676
kia,더 뉴 K3,디럭스,sedan,4.691517,2016,9.58,회색,114950.0,710,6.566672
kia,K8,노블레스,sedan,75.835476,2022,4.33,회색,46073.0,2590,7.859799
kia,K8,노블레스,sedan,75.835476,2022,4.17,회색,75348.0,2590,7.859799
kgm,베리 뉴 티볼리,V3 스페셜,suv,20.41847,2021,5.83,"파랑(남색,곤색)",116790.0,1290,7.163172
kgm,티볼리 아머,VX,suv,15.800866,2018,7.75,흰색,135830.0,800,6.685861
kia,카니발 4세대,노블레스,van,69.398907,2023,2.67,미색,53654.0,2900,7.972811
kia,더 뉴 K9 [RJ],플래티넘,sedan,94.987147,2023,3.25,검정,52057.0,3850,8.256088
hyundai,쏘나타 하이브리드 [DN8],프리미엄 플러스,sedan,32.51928,2022,4.25,회색,108106.0,1850,7.523481
hyundai,그랜저IG 하이브리드,익스클루시브,sedan,64.010283,2023,3.58,검정,85315.0,2550,7.844241
kia,K8,노블레스,sedan,75.835476,2022,4.42,검정,69257.0,1990,7.596392
kia,K8,노블레스,sedan,75.835476,2022,4.0,검정,43117.0,2580,7.855932
hyundai,아반떼 N,,sedan,13.881748,2025,1.08,하늘색,6627.0,3430,8.140607
renault,XM3,인스파이어,suv,26.262626,2024,2.08,"파랑(남색,곤색)",15357.0,2450,7.804251
kia,더 뉴 K8 하이브리드,시그니처,sedan,62.017995,2026,0.5,미색,19154.0,5490,8.610866
